sentence,label,target_position,target_word,pos_tag,gloss,eg_sent
"Indeed , this may grossly under-represent the present situation : the rapid spread of UNIX-based systems seems to facilitate competition and , at the time of writing , performance of workstations per unit cost seems to be increasing at about 50 per cent per annum .",0,16,seem,verb,Give the impression of being something or having a particular quality.,Dawn seemed annoyed
"So I thought well in case I ca n't get them anywhere else the market and he said well we 'll have one from here , twelve ninety nine .",0,9,get,verb,Come to have (something); receive.,I got a letter from him the other day
Now let me see .,0,1,let,verb,Not prevent or forbid; allow.,my boss let me leave early
He took it on the chin .,1,1,take,verb,Lay hold of (something) with one's hands; reach for and hold.,Mrs Morgan took another biscuit
Hillslope failure ( as at Aberfan in South Wales in 1966 ) is a geomorphic hazard but may arise because of raw material extraction .,0,18,arise,verb,"(of a problem, opportunity, or situation) emerge; become apparent.",new difficulties had arisen
"in the ground , I 'll save you a couple if you like , you can plant two by yourself .",0,12,like,verb,"Find agreeable, enjoyable, or satisfactory.",all his classmates liked him
"Mrs Thatcher , a recent convert to environmental conservation , clearly held the opinion that environmental problems are not only soluble but that solving them can be shown to be cost-effective :",0,11,hold,verb,"Grasp, carry, or support with one's hands.",she was holding a brown leather suitcase
"A central objective of the post-war welfare state was , indeed , to alleviate the problems of the urban poor , over whom Beveridge 's Five Giants ( Want , Disease , Ignorance , Squalor , and Idleness ) had for so long held sway .",0,13,alleviate,verb,"Make (suffering, deficiency, or a problem) less severe.","he couldn't prevent her pain, only alleviate it"
"The couple still maintain close links with local schools , where they spend hours researching , sketching and absorbing jokes .",1,3,maintain,verb,Cause or enable (a condition or situation) to continue.,the need to maintain close links between industry and schools
"After being given clearance to land , Miranda , following her instructor 's directions , started her approach ; she throttled back to reduce speed and control her descent as she flew towards the threshold the point just before she intended to touch down .",1,9,follow,verb,Go or come after (a person or thing proceeding ahead); move or travel behind.,"she went back into the house, and Ben followed her"
"But if , on balance , the Flemish counts benefited materially from crusading , as , arguably , did the Angevin they were far from typical .",0,9,benefit,verb,Receive an advantage; profit.,the areas would benefit from regeneration
"They fell asleep in the early hours of the morning , holding hands .",0,11,hold,verb,"Grasp, carry, or support with one's hands.",she was holding a brown leather suitcase
"The very old , he thought , make our past .",0,5,think,verb,"Have a particular opinion, belief, or idea about someone or something.",she thought that nothing would be the same again
Just slow it down .,0,1,slow,verb,Reduce one's speed or the speed of a vehicle or process.,the train slowed to a halt
And erm we searched over north Wales first of all but phew no thank you .,0,11,phew,verb,,
"After examining the bathroom , the inspector pointed out that legally one toilet was required for every seven kiddies .",1,7,pointed,verb,Direct someone's attention towards something by extending one's finger or something held in one's hand.,the lads were nudging each other and pointing at me
"The curtain was a dense , opaque greenish-yellow , and something was right behind it , a shape pressing against the humped plastic standing there looking down at him , half seen , half imagined .",0,31,see,verb,Perceive with the eyes; discern visually.,in the distance she could see the blue sea
"The doctor refused to give her more sleeping tablets but scribbled a prescription for tranquillizers , which were increasingly prescribed for women like Clare , with symptoms of anxiety in stressful situations such as poverty , divorce , or bereavement ; women with marital problems and women who were out of work also found them helpful , although the pills did nothing to resolve the problem responsible for the initial anxiety .",0,7,sleep,verb,Be in a state of sleep; be asleep.,she slept for half an hour
"Clare , who blushed with shame whenever she thought about it , waited anxiously for the result of her tests at St Stephen 's Hospital .",0,12,wait,verb,Stay where one is or delay action until a particular time or event.,I rang the bell and waited
We seem to have got one spare video if we do n't get it watched before Wednesday .,0,14,watch,verb,Look at or observe attentively over a period of time.,Lucy watched him go
"The fascination with functions of the body , the analogies between artistic and physical creative processes , self-portraiture used to reveal the female body as the site of patriarchal aesthetic discourse ; all of these mirror the concerns of many women painters of the 1980s .",0,18,use,verb,"Take, hold, or deploy (something) as a means of accomplishing or achieving something; employ.",she used her key to open the front door
"A food co-op which tried to replace the burned-out shops has been closed after several break-ins , and even the drop-in centre is burgled weekly , according to project worker Sheila Auld .",0,26,accord,verb,"Give or grant someone (power, status, or recognition)",the powers accorded to the head of state
"Surprised Kevin wants to , surprised Kevin wants to go .",0,2,want,verb,Have a desire to possess or do (something); wish for.,I want an apple
"Then we er got a letter from ah my daughters , one of my daughters one of my many daughters married to a coastguard in Milford .",0,20,married,verb,Join in marriage.,I was married in church
"Yeah , that fucking England should have won that !",0,3,fucking,verb,,
"At Bankside , however , he was able to persuade the engineers , Mott , Hay & Anderson , to gather all the flues into a single slender tower or campanile .",1,20,gather,verb,Come together; assemble or accumulate.,"as soon as a crowd gathered, the police came"
He asked the taxi he had taken to put him down at the top of the drift and he had walked to the house .,1,6,take,verb,Lay hold of (something) with one's hands; reach for and hold.,Mrs Morgan took another biscuit
"Dirty grey clouds tumbled across the sky above the slate roof , now the only thing that shone , glazed with rain .",1,19,glaze,verb,Fit panes of glass into (a window or door frame or similar structure),windows can be glazed using laminated glass
Such a promise would be the only hope of a breakthrough for the disenfranchised voters and would have them flocking to the polls for Mr Kinnock .,0,19,flock,verb,(of birds) congregate in a flock.,sandgrouse are liable to flock with other species
Improve scientific understanding and increase awareness of the complex dynamics governing human interaction with the total Earth system ;,0,0,improve,verb,Make or become better.,efforts to improve relations between the countries
When I ask the fat ladies at the drop-in centre what is the one thing that would do most to improve the estate they say get rid of the kids and they are only half joking .,0,20,improve,verb,Make or become better.,efforts to improve relations between the countries
The 1990s have witnessed a shift in the art establishment 's attitudes towards art produced outside of its traditional parameters .,0,14,produce,verb,Make or manufacture from components or raw materials.,the company have just produced a luxury version of the aircraft
Each of these groups came up with a list of proposals which were sent to everyone attending .,1,4,come,verb,Move or travel towards or into a place thought of as near or familiar to the speaker.,Jessica came into the kitchen
How you getting on ?,1,2,get,verb,Come to have (something); receive.,I got a letter from him the other day
"Such data are crucial , either for assisting the emergency services to make assessments about resources they need to deploy in such events , or for high-quality estimates to be made of risk .",1,30,make,verb,Form (something) by putting parts together or combining substances; create.,my grandmother made a dress for me
"He sighed , intimating what a bore I was being .",0,1,sigh,verb,"Emit a long, deep audible breath expressing sadness, relief, tiredness, or similar.",Harry sank into a chair and sighed with relief
"He sat down and saw a bifurcated path , simmering with gold heat round and under the rising , spreading blue-black-green down-pointing vanes of a great pine , still widening where the frame interrupted its soaring .",0,29,widen,verb,Make or become wider.,we should widen the scope of our investigation
Well we have to walk to school love,0,4,walk,verb,"Move at a regular pace by lifting and setting down each foot in turn, never having both feet off the ground at once.",I walked across the lawn
where do you put your,0,3,put,verb,Move to or place in a particular position.,I put my hand out towards her
"As they descended the stairs , Delaney paused , and took a last look down at her .",0,2,descended,verb,Move or fall downwards.,the aircraft began to descend
"Given the extent to which geographic information management is applications driven , it is important to consider in some depth the characteristics of some potential application fields .",0,0,give,verb,Freely transfer the possession of (something) to (someone),she gave him presents and clothes
"In 1914 a register of car owners was compiled , also important when some voters could cast several votes in an election when polling went several days .",1,16,cast,verb,Cause (light or shadow) to appear on a surface.,the moon cast a pale light over the cottages
"I squelched across tiny burns running in black channels of peat , and stood looking down from the hillside on to the grey roofs of Scaup Farm .",0,13,stand,verb,"Have or maintain an upright position, supported by one's feet.",Lionel stood in the doorway
"A political commentator of our own day , Paul Johnson , quoted it not long after Major became Prime Minister to suggest that it was also true of him .",0,11,quote,verb,Repeat or copy out (words from a text or speech written or spoken by another person),I realized she was quoting passages from Shakespeare
We are not going to enquire into the details how such beams can be produced ( it belongs to the subject of physical electronics ) ; we shall accept the fact that the beam exists and will try to work out the forces on the outermost electrons .,0,28,accept,verb,Consent to receive or undertake (something offered),he accepted a pen as a present
"'and there was 1 , making my husband 's life a misery , sure I 'd got the dreaded C.",1,5,make,verb,Form (something) by putting parts together or combining substances; create.,my grandmother made a dress for me
It was a time when children were encouraged to fantasize about machines and outer space rather than marvel at the open spaces where the deer and buffalo roamed .,0,17,marvel,verb,Be filled with wonder or astonishment.,she marvelled at Jeffrey's composure
eaten my dinner ?,0,0,eat,verb,Put (food) into the mouth and chew and swallow it.,he was eating a hot dog
I know !,0,1,know,verb,"Be aware of through observation, inquiry, or information.",most people know that CFCs can damage the ozone layer
"While ultimately qualitative , it seems to offer a method for coping with different types of process and incorporating stochastic and truly random events .",0,7,offer,verb,Present or proffer (something) for (someone) to accept or reject as desired.,may I offer you a drink?
We were talking about Andrew coming home for the weekend and having the Bunkers round for drinks .,0,2,talk,verb,Speak in order to give information or express ideas or feelings; converse or communicate by spoken words.,the two men talked
"In July 1890 , two years after writing this , Van Gogh had shot himself inefficiently in the groin , and had died slowly .",0,13,shoot,verb,Kill or wound (a person or animal) with a bullet or arrow.,he was shot in the leg during an armed robbery
Forster searched in a pouch and came up with a glucose sweet .,0,6,come,verb,Move or travel towards or into a place thought of as near or familiar to the speaker.,Jessica came into the kitchen
This is plainly evident from the section of the contract signed by each participant where what is expected of them is spelt out :,1,21,spelt,verb,Write or name the letters that form (a word) in correct sequence.,Dolly spelled her name
"As for me , I tell you as a friend , I feel impotent when confronted with such nature , for my Northern brains were oppressed by a nightmare in those peaceful spots as I felt one ought to do better things with the foliage .",1,12,feel,verb,Be aware of (a person or object) through touching or being touched.,she felt someone touch her shoulder
The multiplier for manual staff might be unity but it increases with staff level and becomes three or more for management .,0,15,become,verb,Begin to be.,she became angry and sulked all day
"Systematic collections were made from peers and from the City ; by the outbreak of war the invested funds amounted to $671,000 twice the sum in 1911 and worth four years "" expenditure and there was a special cash deposit of Ì´å£120,000 for the coming election .",0,17,invest,verb,"Put (money) into financial schemes, shares, property, or a commercial venture with the expectation of achieving a profit.",the company is to invest £12 m in its manufacturing site at Linlithglow
"What we choose to call this event depends upon factors such as its magnitude : we speak for instance of accidents , emergencies , disasters and catastrophes , each of which carries connotations concerning the scale of the event and each of which will have a set of human and/or environmental consequences .",0,33,concern,verb,Relate to; be about.,the story concerns a friend of mine
For priority status for children with special needs in order to facilitate access to ordinary provision .,0,11,facilitate,verb,Make (an action or process) easy or easier.,schools were located in the same campus to facilitate the sharing of resources
"But seen face to face , even in the informality of her own house , the absence of a spark of sexuality and , he sensed , a deep-seated reserve , made her seem less feminine and more formidable than he had expected , and she held herself stiffly as if repelling invaders of her personal space .",1,31,make,verb,Form (something) by putting parts together or combining substances; create.,my grandmother made a dress for me
Each of these groups came up with a list of proposals which were sent to everyone attending .,0,16,attend,verb,"Be present at (an event, meeting, or function)",the whole sales force attended the conference
"Many people might think that a person who causes death whilst using an unlawfully held firearm or explosives ought to be convicted of murder because there is , generally speaking , no excuse for using such dangerous equipment .",0,29,speak,verb,Say something in order to convey information or to express a feeling.,in his agitation he was unable to speak
"Anyway , so erm he said , but you know he was saying to them that er , it 's not just at the bottom end , he said , in our village in Wales we 've got the Sun have now positioned two reporters who have lived in the village the these they sit in a car outside his house day and night",0,12,say,verb,"Utter words so as to convey information, an opinion, a feeling or intention, or an instruction.","‘Thank you,’ he said"
And nerves too when you have a finger whose paralysed and could n't remove it and put in a nerve and then they could work again .,0,16,put,verb,Move to or place in a particular position.,I put my hand out towards her
"At least I 'll give you , who 's gon na bet",0,4,give,verb,Freely transfer the possession of (something) to (someone),she gave him presents and clothes
"As Mr Dobbs , who runs a country house restoration business from his home in Micheldever , Hampshire , says : Villages are good places to live and work .",0,26,live,verb,Remain alive.,I'll never forget it as long as I live
"The Gulamalis never received the agreement form , the tenants ' deposit or the first month 's rent .",0,3,receive,verb,"Be given, presented with, or paid (something)","the band will receive a £100,000 advance"
"He recalled what he knew about them , that their father earned a precarious living as a painter whose innocuous , prettified watercolours were sold in cafÌÎå©s and tourist shops along the coast and that their mother had been desperately ill with cancer .",0,24,sell,verb,Give or hand over (something) in exchange for money.,they had sold the car
"Before jumping from the window of her apartment , Hale had dressed meticulously in her most flattering dress , the corsage of yellow roses a gift from a male admirer .",0,11,dress,verb,Put on one's clothes.,Graham showered and dressed quickly
"The only way to develop a prototype is for the analyst to get inside the head of the user and , thinking like a user , decide what sort of system is required .",0,32,require,verb,Need for a particular purpose.,three patients required operations
"Nevertheless , the relevant action remains important and the knowledge provided should be carefully and stringently selected .",0,5,remain,verb,"Continue to exist, especially after other similar people or things have ceased to do so.",a cloister is all that remains of the monastery
And the disturbances could not strictly be called racial : the most prominent feature was that of violent clashes between young people and the police .,0,7,call,verb,Give (a baby or animal) a specified name.,they called their daughter Hannah
"Yet for them crusading necessitated no large leap of the imagination , no millenarian vision ; it was simply a challenging and a deserving extension of their everyday activities .",0,4,necessitate,verb,Make (something) necessary as a result or consequence.,a cut which necessitated eighteen stitches
"Obviously , however , Bristol and West hopes to hear from interested people in advance if only so it can gauge the likely demand for each property before the auction starts .",0,30,start,verb,Begin or be reckoned from a particular point in time or space.,the season starts in September
All these things can be achieved if it is acknowledged that all procedures should a validated by users under the normal conditions of use .,0,15,validate,verb,Check or prove the validity or accuracy of.,all analytical methods should be validated in respect of accuracy
"She had known him since he was a very small five-year-old , perched like a mosquito on one of the placid beginners ' ponies , so she told the class to carry on walking their ponies while she came to him .",1,12,perch,verb,(of a bird) alight or rest on something.,a herring gull perched on the rails
"Oh well I bet , I think perhaps it is really .",0,6,think,verb,"Have a particular opinion, belief, or idea about someone or something.",she thought that nothing would be the same again
"Mum , can I have a whole piece of toast please ?",0,10,please,verb,Cause to feel happy and satisfied.,he arranged a fishing trip to please his son
The above equation is spite of its utmost simplicity represents an extremely good guess .,0,9,represent,verb,"Be entitled or appointed to act or speak for (someone), especially in an official capacity.","for purposes of litigation, an infant can and must be represented by an adult"
"Electors are always prepared to criticise the Government in answer to pollsters ' questions , but when the same individuals arrive at the polling booth they simply can not bring themselves to vote Labour into power .",1,3,prepare,verb,Make (something) ready for use or consideration.,prepare a brief summary of the article
By the time he had rallied and got himself together and was thinking of things to say to the police it was too late and they were heading north .,1,7,get,verb,Come to have (something); receive.,I got a letter from him the other day
You get used to it .,0,1,get,verb,Come to have (something); receive.,I got a letter from him the other day
Unless I know who 's getting them .,0,5,get,verb,Come to have (something); receive.,I got a letter from him the other day
"It has now been copied into INGRES , a relational database management system , permitting queries to be made about subsets of the data ; for instance , all males between the ages of 25 and 64 suffering from laryngeal cancer .",1,4,copy,verb,Make a similar or identical version of; reproduce.,each form had to be copied and sent to a different department
"She took it for granted that each knew who the other was , and standing aside to motion him in she said : It 's good of you to be so accommodating , Mr Dalgliesh .",1,1,take,verb,Lay hold of (something) with one's hands; reach for and hold.,Mrs Morgan took another biscuit
"Nevertheless , the high proportion of inner urban populations composed of people from ethnic minorities , and the high incidence among these groups of all the indices of poverty and social and environmental hardship combined with the specific problem of inter-racial rivalry , harassment , and tension make race and ethnicity an aspect that is central to any analysis of the inner cities and of any ameliorative approach .",0,9,compose,verb,"Write or create (a work of art, especially music or poetry)",he composed the First Violin Sonata four years earlier
You do n't want to walk where ?,0,5,walk,verb,"Move at a regular pace by lifting and setting down each foot in turn, never having both feet off the ground at once.",I walked across the lawn
This is conceived not as a set of hardware but as a comprehensive information system focused on the needs identified by the ESSC ( see above ) and anticipating somewhat those of IGBP .,0,2,conceive,verb,Create (an embryo) by fertilizing an egg.,she was conceived when her father was 49
We rattled them from the first minute and did n't give them any breathing space .,1,10,give,verb,Freely transfer the possession of (something) to (someone),she gave him presents and clothes
"I wo n't hurt you , he said .",0,3,hurt,verb,Cause pain or injury to.,Ow! You're hurting me!
As a second example of health work linked to hazard studies we may cite the research being conducted by Cross ( 1989 ) on childhood leukaemia .,0,7,link,verb,"Make, form, or suggest a connection with or between.",rumours that linked his name with Judith
It seems certain to have major and growing effects upon environmental monitoring and prediction in Europe and on the policies of component governments .,0,1,seem,verb,Give the impression of being something or having a particular quality.,Dawn seemed annoyed
"However , while the former has been given considerable attention by geographers ( summarized by Openshaw et al. 1989 ) there has been relatively little such work in the UK on the disposal of non-nuclear wastes .",0,13,summarize,verb,Give a brief statement of the main points of (something),these results can be summarized in the following table
"Yes but I remember , I can remember Edith phoning me and , and saying , you know she was going away , you know is , you know could I go down ?",0,14,say,verb,"Utter words so as to convey information, an opinion, a feeling or intention, or an instruction.","‘Thank you,’ he said"
Jean was in that horrible mustard and black striped,0,8,strip,verb,Remove all coverings from.,they stripped the bed
"For daring to come at all , she was cut from the Kirov team .",0,3,come,verb,Move or travel towards or into a place thought of as near or familiar to the speaker.,Jessica came into the kitchen
"Forster settled down , only putting his eye to the slit every half minute , not continually as he had started to do .",0,1,settle,verb,Resolve or reach an agreement about (an argument or problem),the unions have settled their year-long dispute with Hollywood producers
"There are arguments in favour of this : death is final , murder is the gravest crime , and there is no significant moral difference between someone who chooses to cause really serious injury and someone who sets out to kill .",0,28,choos,verb,,
"The armed robber might say that he had no intention of using the firearm , that he carried it with him simply to frighten the victim , and that it went off accidentally : if the jury believes that , should he be convicted of murder ?",0,17,carry,verb,Support and move (someone or something) from one place to another.,medics were carrying a wounded man on a stretcher
"Furthermore , the scales at which population estimates are often required means that even EDs are too coarse for risk assessments .",0,11,mean,verb,Intend to convey or refer to (a particular thing); signify.,I don't know what you mean
"The intermediate , or dynamic , level is concerned with less frequent and often irregular events , e.g. a temporary lack of water because of fire , frost or excessive demand from an increasing populace .",0,33,increase,verb,"Become or make greater in size, amount, or degree.",car use is increasing at an alarming rate
Why ca n't bloody rabbits come and eat my lawns ?,0,7,eat,verb,Put (food) into the mouth and chew and swallow it.,he was eating a hot dog
"This black criminal minority was constructed not only into the leading force behind the riots , but sometimes as the only force .",0,10,lead,verb,"Cause (a person or animal) to go with one by holding them by the hand, a halter, a rope, etc. while moving forward.",she emerged leading a bay horse
"She said , I hear the Empire , or , or hear The Garden 's doing well on a Friday night .",0,1,say,verb,"Utter words so as to convey information, an opinion, a feeling or intention, or an instruction.","‘Thank you,’ he said"
"One night he went to her house , poured paraffin through the letter-box and on to the front door , and set it alight .",1,21,set,verb,"Put, lay, or stand (something) in a specified place or position.",Delaney set the mug of tea down
"It is , however , impossible to separate out processes acting at different scales and over different periods : a single volcanic eruption lasting hours or days sometimes leads to dust and gas being ejected into the atmosphere over a period of months and this in turn may lead to global climatic fluctuations over years or decades .",0,7,separate,verb,Cause to move or be apart.,both owners were trying to separate the dogs
"Its two main slogans , repeated countless times in the directives issued by the underground leadership , are freedom and independence .",0,5,repeat,verb,Say again something one has already said.,‘Are you hurt?’ he repeated
"She scribbled words , notes , in the margin of her catalogue .",0,1,scribble,verb,Write or draw (something) carelessly or hurriedly.,he took the clipboard and scribbled something illegible
"It was slippy though I mean I noticed that even , you know just pulling away from or something like that okay I mean it 's a reasonably car but I mean , you know just a little bit too heavy on the accelerator",0,12,know,verb,"Be aware of through observation, inquiry, or information.",most people know that CFCs can damage the ozone layer
Er we saw her one day she said oh I 've got the keys by the way .,0,2,see,verb,Perceive with the eyes; discern visually.,in the distance she could see the blue sea
And I 've got ta get erm,0,5,get,verb,Come to have (something); receive.,I got a letter from him the other day
"Post-war reconstruction and housing programmes seemed to do nothing to prevent , and seemed even to encourage , a rise in crime and mental illness .",1,10,prevent,verb,Keep (something) from happening.,action must be taken to prevent further accidents
The section describing the operation of the system should cover not only how the system operates but also how the user can operate it .,1,9,cover,verb,"Put something on top of or in front of (something), especially in order to protect or conceal it.",the table had been covered with a checked tablecloth
"For their part , Leinster are boosted by the presence of four players already selected for Ireland to play New Zealand in Dublin on November 18 .",1,6,boost,verb,Help or encourage (something) to increase or improve.,a range of measures to boost tourism
"The only incongruous note was a cheap round badge , enamelled in red and yellow , that he wore on his shirt , which bore the legend Just Say No ! .",0,10,enamel,verb,Coat or decorate (a metallic or hard object) with enamel.,he enamelled the back of the case in the rococo style
He suggested that in early spatial searches for sites only a small number were ever identified in the first place because rigorous searches could not be performed by manual means with poor quality data ( Openshaw 1980 : 289 ) .,0,15,identify,verb,Establish or indicate who or what (someone or something) is.,the judge ordered that the girl should not be identified
I said do you think Charlotte will eat a turkey steak with garlic and herbs ?,0,1,say,verb,"Utter words so as to convey information, an opinion, a feeling or intention, or an instruction.","‘Thank you,’ he said"
"If he wants to import vehicles or components from Taiwan or Singapore or Hong Kong into Europe , he 'll go ahead and do it , regardless of the economic consequences for the European countries concerned .",0,4,import,verb,Bring (goods or services) into a country from abroad for sale.,supermarkets may no longer import cheap jeans from Bulgaria
"only other one he 's got is a silk one so er I was gon na go on Tuesday and have a look and they had them there before Christmas , seven ninety nine and , but it said one size now I do n't know whether the one size will fit Di because the last one I had for him I sent away for and I had erm so I do n't know whether them down there would fit , they were seven ninety nine , there were white and lemon and pale green that was striped I think .",0,16,go,verb,Move from one place to another; travel.,he went out to the shops
Daniel did not change .,1,3,change,verb,Make (someone or something) different; alter or modify.,both parties voted against proposals to change the law
"This means feedback is obtained early in the development process , and the system can grow around the user 's requirements .",1,1,mean,verb,Intend to convey or refer to (a particular thing); signify.,I don't know what you mean
and live in yours .,0,1,live,verb,Remain alive.,I'll never forget it as long as I live
"It can momentarily blunt a thirst , but not altogether cut it .",1,10,cut,verb,"Make an opening, incision, or wound in (something) with a sharp-edged tool or object.",he cut his toe on a sharp stone
"This has been a constant theme of Intifada policy : that we wish to build ( Palestine ) , not to destroy ( Israel ) ; that we wish to achieve freedom ( for our people ) , not to deprive others ( Israelis ) of it ; that we wish to protect and save lives ( ours ) , not to endanger the lives of others ( Israelis ) .",0,30,achieve,verb,"Successfully bring about or reach (a desired objective or result) by effort, skill, or courage.",he achieved his ambition to become a press photographer
"The convex , middle part of the thorax contained the musculature that operated the appendages ( which , as usual , are not preserved ) , and the relatively large volume of this region shows that the musculature was powerful .",0,8,contain,verb,Have or hold (someone or something) within.,the cigarettes were thought to contain cannabis
We 'll just drop the kids over Beryl 's and er,1,3,drop,verb,Let or make (something) fall vertically.,the fire was caused by someone dropping a lighted cigarette
"Because Edith now Edith was going away for some unknown reason , I do n't know , she must have been going on another holiday anyhow .",0,5,go,verb,Move from one place to another; travel.,he went out to the shops
"The Iznik pottery from Turkey dating from the fifteenth and sixteenth century explodes with colour on more sophisticated white grounds ; Iznik is now highly sought after by Turkish yuppies and prices run from Ì´å£2,000 or so to Ì´å£15,000 .",0,5,date,verb,Establish or ascertain the date of (an object or event),they date the paintings to 1460–70
that I really but I mean last year still not finished !,0,5,mean,verb,Intend to convey or refer to (a particular thing); signify.,I don't know what you mean
"We went , we went to Tesco",0,1,go,verb,Move from one place to another; travel.,he went out to the shops
"Gon na have to get one of them dolls , she loves them .",0,4,get,verb,Come to have (something); receive.,I got a letter from him the other day
"all of them so when her class came up , cos she 'd been with the class right from nursery and when she put into this you know , with the double third year , cos they go upstairs for third and fourth year and they really do classes below she did n't know anything in the class !",1,23,put,verb,Move to or place in a particular position.,I put my hand out towards her
"Remember her , the schoolmistress ?",0,0,remember,verb,Have in or be able to bring to one's mind an awareness of (someone or something from the past),I remember the screech of the horn as the car came towards me
"She had brought a case for legal compensation for her dead children 's lives and for her own suffering and one of her few recorded public utterances was to call the first offer of compensation "" pitiful "" .",0,29,call,verb,Give (a baby or animal) a specified name.,they called their daughter Hannah
The answer sometimes given is that murderers should be treated differently because they are particularly dangerous : anyone who chooses to kill once can choose to kill again .,0,21,kill,verb,"Cause the death of (a person, animal, or other living thing)",her father was killed in a car crash
"Right , O K , now we can go , now we can go home .",0,8,go,verb,Move from one place to another; travel.,he went out to the shops
"From the narrow accountancy viewpoint , people are a cost and it is desirable to keep this cost as low as possible .",1,15,keep,verb,Have or retain possession of.,"return one copy to me, keeping the other for your files"
He decided to turn the pressure on the Russian .,1,3,turn,verb,Move in a circular direction wholly or partly round an axis or point.,the big wheel was turning
"Which was probably a quotation from something , though Rufus did not know what and thought fastidiously that it was in bad taste , histrionic , though just like Adam .",0,12,know,verb,"Be aware of through observation, inquiry, or information.",most people know that CFCs can damage the ozone layer
"Charlotte please , can you walk nicely ?",0,1,please,verb,Cause to feel happy and satisfied.,he arranged a fishing trip to please his son
"He smiled at her , an unexpectedly tender smile .",0,1,smile,verb,"Form one's features into a pleased, kind, or amused expression, typically with the corners of the mouth turned up and the front teeth exposed.",she was smiling broadly
"How , they argue , would Alice , or The Wind in the Willows , stand up against such scrutiny ?",1,15,stand,verb,"Have or maintain an upright position, supported by one's feet.",Lionel stood in the doorway
cos you know they 're a million times ahead .,0,0,cos,verb,,
"I went to the King 's Carol Service . """,0,1,go,verb,Move from one place to another; travel.,he went out to the shops
Some else 's sitting at their desk ?,0,3,sit,verb,Adopt or be in a position in which one's weight is supported by one's buttocks rather than one's feet and one's back is upright.,I sat next to him at dinner
"They have also aroused Protestant anger against Dr Runcie , at the same time as he has become involved in a row over his attack on the Pharisees of British society .",0,18,involve,verb,Have or include (something) as a necessary or integral part or result.,my job involves a lot of travelling
The papers were therefore bought through nominees or bank loans backed with party capital .,0,4,buy,verb,Obtain in exchange for payment.,she bought six first-class stamps
"It is premature , then , to say that the western has galloped back to centre screen .",1,12,gallop,verb,(of a horse) go at the pace of a gallop.,we galloped along the sand
"She pointed to the figure of a man propped in the corner , and the cylinders of oxygen in the back pack lying beside it .",0,8,prop,verb,Support or keep in position.,she propped her chin in the palm of her right hand
"Well it 's good good , got a well lagged tank .",0,9,lag,verb,Fail to keep up with another or others in movement or development.,they waited for Tim who was lagging behind
"Alternatively , it may be able to muster enough support from SeaCo shareholders to halt the current disposal of assets by Mr Sherwood for its bid with Stena to be fully considered .",1,7,muster,verb,"Assemble (troops), especially for inspection or in preparation for battle.","17,000 men had been mustered on Haldon Hill"
You 'd better go to St Stephen 's for tests : they 're properly equipped to handle this sort of thing .,0,3,go,verb,Move from one place to another; travel.,he went out to the shops
"It would seem that , despite the costs involved , they should consider investing in the very detailed digital data ( Pinpoint Address Code ( PAC ) ) provided by Pinpoint Analysis Ltd .",0,13,invest,verb,"Put (money) into financial schemes, shares, property, or a commercial venture with the expectation of achieving a profit.",the company is to invest £12 m in its manufacturing site at Linlithglow
"Anyway , there I was , going up this endless corridor , thinking what to do about the mother , who blamed herself wi' reason mind you , she was one of those soft suckering witch-women , but that made it worse , not better and there was th' trolley wi' the dead girl on it , sliding by me sheet right over , porters in those soft theatre boots and floppy plastic bathcaps and when they 'd got past me and were turning i n't door , the first one looked at me from under his plastic frills like , with my own face .",0,78,get,verb,Come to have (something); receive.,I got a letter from him the other day
Cos he was absolutely incapable of talking,0,6,talk,verb,Speak in order to give information or express ideas or feelings; converse or communicate by spoken words.,the two men talked
"It was providing 27,500 training places ( often in conjunction with the Manpower Services Commission ) : some 2,500 buildings were being improved ; estate action aimed to tackle run down housing ; and a large number of new partnerships ( which some might see as subsidies , or discredited regional grants , in a new guise ) were in operation , in an effort to bring private investment to run-down urban areas .",1,66,bring,verb,Take or go with (someone or something) to a place.,she brought Luke home from hospital
"Though there was a lot to do , Clare , busy redecorating the shop and visiting wholesalers to buy stock , still managed to work one evening a week for the Movement .",0,11,redecorate,verb,"Apply paint or wallpaper in (a room or building) again, typically differently.",you will have to redecorate the room afterwards
"But seen face to face , even in the informality of her own house , the absence of a spark of sexuality and , he sensed , a deep-seated reserve , made her seem less feminine and more formidable than he had expected , and she held herself stiffly as if repelling invaders of her personal space .",0,25,sense,verb,Perceive by a sense or senses.,"with the first frost, they could sense a change in the days"
These two contrasting events emphasize the central fact that even natural hazards are not defined solely by the characteristics of the event but by the interaction of those events with the human occupation of the threatened area .,0,4,emphasize,verb,Give special importance or value to (something) in speaking or writing.,"they emphasize the need for daily, one-to-one contact between parent and child"
"Oh you want to walk on that , oh Charlotte come on then , you 're pushing me into the road .",0,16,push,verb,Exert force on (someone or something) in order to move them away from oneself.,she pushed her glass towards him
Children were collected from home by special bus and places were available on demand .,0,2,collect,verb,Bring or gather together (a number of things),he went round the office collecting old coffee cups
"Help me secure the stairs behind us , he snapped at Lawton , as much as we can .",1,2,secure,verb,Fix or attach (something) firmly so that it cannot be moved or lost.,pins secure the handle to the main body
