sentence,label,target_position,target_word,pos_tag,gloss,eg_sent
"But , when , when they can but you 've in the Empire if you , if you 've I do n't know actually , before they before they messed about with all the raised seating and everything , if it had been just left open like the Old Floral Hall , like it was you 'd have got seventeen",0,29,messed,VERB,Make untidy or dirty.,"she scratched her head, messing her hair still further"
"But , when , when they can but you 've in the Empire if you , if you 've I do n't know actually , before they before they messed about with all the raised seating and everything , if it had been just left open like the Old Floral Hall , like it was you 'd have got seventeen",0,34,raised,VERB,Lift or move to a higher position or level.,she raised both arms above her head
"But , when , when they can but you 've in the Empire if you , if you 've I do n't know actually , before they before they messed about with all the raised seating and everything , if it had been just left open like the Old Floral Hall , like it was you 'd have got seventeen",0,41,had,VERB,"Possess, own, or hold.",he had a new car and a boat
"But , when , when they can but you 've in the Empire if you , if you 've I do n't know actually , before they before they messed about with all the raised seating and everything , if it had been just left open like the Old Floral Hall , like it was you 'd have got seventeen",0,42,been,VERB,Exist.,there are no easy answers
"But , when , when they can but you 've in the Empire if you , if you 've I do n't know actually , before they before they messed about with all the raised seating and everything , if it had been just left open like the Old Floral Hall , like it was you 'd have got seventeen",1,44,left,VERB,Go away from.,she left London on June 6
"But , when , when they can but you 've in the Empire if you , if you 've I do n't know actually , before they before they messed about with all the raised seating and everything , if it had been just left open like the Old Floral Hall , like it was you 'd have got seventeen",0,54,was,VERB,Exist.,there are no easy answers
"But , when , when they can but you 've in the Empire if you , if you 've I do n't know actually , before they before they messed about with all the raised seating and everything , if it had been just left open like the Old Floral Hall , like it was you 'd have got seventeen",0,56,'d,VERB,,
"But , when , when they can but you 've in the Empire if you , if you 've I do n't know actually , before they before they messed about with all the raised seating and everything , if it had been just left open like the Old Floral Hall , like it was you 'd have got seventeen",0,57,have,VERB,"Possess, own, or hold.",he had a new car and a boat
"But , when , when they can but you 've in the Empire if you , if you 've I do n't know actually , before they before they messed about with all the raised seating and everything , if it had been just left open like the Old Floral Hall , like it was you 'd have got seventeen",1,58,got,VERB,Come to have (something); receive.,I got a letter from him the other day
I know .,0,1,know,VERB,"Be aware of through observation, inquiry, or information.",most people know that CFCs can damage the ozone layer
they must have been putting two thousand in you know,0,1,must,VERB,Be obliged to; should (expressing necessity),you must show your ID card
they must have been putting two thousand in you know,0,2,have,VERB,"Possess, own, or hold.",he had a new car and a boat
they must have been putting two thousand in you know,0,3,been,VERB,Exist.,there are no easy answers
they must have been putting two thousand in you know,1,4,putting,VERB,Move to or place in a particular position.,I put my hand out towards her
they must have been putting two thousand in you know,0,9,know,VERB,"Be aware of through observation, inquiry, or information.",most people know that CFCs can damage the ozone layer
"Well I mean , they 'll all be packed up in the bars upstairs would n't they , and everything",0,2,mean,VERB,Intend to convey or refer to (a particular thing); signify.,I don't know what you mean
"Well I mean , they 'll all be packed up in the bars upstairs would n't they , and everything",0,5,'ll,VERB,,
"Well I mean , they 'll all be packed up in the bars upstairs would n't they , and everything",0,7,be,VERB,Exist.,there are no easy answers
"Well I mean , they 'll all be packed up in the bars upstairs would n't they , and everything",1,8,packed,VERB,Fill (a suitcase or bag) with clothes and other items needed for travel.,I packed a bag and left
"Well I mean , they 'll all be packed up in the bars upstairs would n't they , and everything",0,14,would,VERB,(expressing the conditional mood) indicating the consequence of an imagined event or situation.,he said he would be away for a couple of days
"you know , leaning over the balcony and all that sort of er",0,1,know,VERB,"Be aware of through observation, inquiry, or information.",most people know that CFCs can damage the ozone layer
"you know , leaning over the balcony and all that sort of er",0,3,leaning,VERB,Be in or move into a sloping position.,he leaned back in his chair
"But I 'd er , I 'd you know the way they 've , the way they 've got it now I do n't , I do n't know .",0,2,'d,VERB,,
"But I 'd er , I 'd you know the way they 've , the way they 've got it now I do n't , I do n't know .",0,6,'d,VERB,,
"But I 'd er , I 'd you know the way they 've , the way they 've got it now I do n't , I do n't know .",0,8,know,VERB,"Be aware of through observation, inquiry, or information.",most people know that CFCs can damage the ozone layer
"But I 'd er , I 'd you know the way they 've , the way they 've got it now I do n't , I do n't know .",0,12,'ve,VERB,,
"But I 'd er , I 'd you know the way they 've , the way they 've got it now I do n't , I do n't know .",0,17,'ve,VERB,,
"But I 'd er , I 'd you know the way they 've , the way they 've got it now I do n't , I do n't know .",1,18,got,VERB,Come to have (something); receive.,I got a letter from him the other day
"But I 'd er , I 'd you know the way they 've , the way they 've got it now I do n't , I do n't know .",0,22,do,VERB,"Perform (an action, the precise nature of which is often unspecified)",very little work has been done in this field
"But I 'd er , I 'd you know the way they 've , the way they 've got it now I do n't , I do n't know .",0,26,do,VERB,"Perform (an action, the precise nature of which is often unspecified)",very little work has been done in this field
"But I 'd er , I 'd you know the way they 've , the way they 've got it now I do n't , I do n't know .",0,28,know,VERB,"Be aware of through observation, inquiry, or information.",most people know that CFCs can damage the ozone layer
"But , you know I mean actually the other , the other aspect of it Anne if you , if you pull this out you could be talking about hosting small conferences and that",0,3,know,VERB,"Be aware of through observation, inquiry, or information.",most people know that CFCs can damage the ozone layer
"But , you know I mean actually the other , the other aspect of it Anne if you , if you pull this out you could be talking about hosting small conferences and that",0,5,mean,VERB,Intend to convey or refer to (a particular thing); signify.,I don't know what you mean
"But , you know I mean actually the other , the other aspect of it Anne if you , if you pull this out you could be talking about hosting small conferences and that",0,21,pull,VERB,Exert force on (someone or something) so as to cause movement towards oneself.,he pulled them down on to the couch
"But , you know I mean actually the other , the other aspect of it Anne if you , if you pull this out you could be talking about hosting small conferences and that",0,25,could,VERB,Used to indicate possibility.,"So I had to learn every aspect as much as I could, in order to get through it and make it."
"But , you know I mean actually the other , the other aspect of it Anne if you , if you pull this out you could be talking about hosting small conferences and that",0,26,be,VERB,Exist.,there are no easy answers
"But , you know I mean actually the other , the other aspect of it Anne if you , if you pull this out you could be talking about hosting small conferences and that",0,27,talking,VERB,Speak in order to give information or express ideas or feelings; converse or communicate by spoken words.,the two men talked
"But , you know I mean actually the other , the other aspect of it Anne if you , if you pull this out you could be talking about hosting small conferences and that",0,29,hosting,VERB,Act as host at (an event) or for (a television or radio programme),Canada was asked to host a Commonwealth conference in Ottawa
Cos if you 're looking at a two hundred capacity conference for er,0,3,'re,VERB,,
Cos if you 're looking at a two hundred capacity conference for er,1,4,looking,VERB,Direct one's gaze toward someone or something or in a specified direction.,people were looking at him
"that , that just makes the total picture just different altogether .",1,4,makes,VERB,Form (something) by putting parts together or combining substances; create.,my grandmother made a dress for me
sorted out .,1,0,sorted,VERB,Arrange systematically in groups; separate according to type.,the mail was sorted
probably need to,0,1,need,VERB,Require (something) because it is essential or very important rather than just desirable.,I need help now
get,1,0,get,VERB,Come to have (something); receive.,I got a letter from him the other day
I 'm gon na play with that and see what,0,1,'m,VERB,,
I 'm gon na play with that and see what,0,2,gon,VERB,,
I 'm gon na play with that and see what,1,4,play,VERB,Engage in activity for enjoyment and recreation rather than a serious or practical purpose.,the children were playing by a pool
I 'm gon na play with that and see what,1,8,see,VERB,Perceive with the eyes; discern visually.,in the distance she could see the blue sea
probably need to get Ken 's,0,1,need,VERB,Require (something) because it is essential or very important rather than just desirable.,I need help now
probably need to get Ken 's,1,3,get,VERB,Come to have (something); receive.,I got a letter from him the other day
probably need to get Ken 's permission !,0,1,need,VERB,Require (something) because it is essential or very important rather than just desirable.,I need help now
probably need to get Ken 's permission !,1,3,get,VERB,Come to have (something); receive.,I got a letter from him the other day
"Mind you , actually",0,0,Mind,VERB,"Be distressed, annoyed, or worried by.",I don't mind the rain
I 've got ta be I wo n't actually do it I 'll just come in run a just give it complete customers and and help,0,1,'ve,VERB,,
I 've got ta be I wo n't actually do it I 'll just come in run a just give it complete customers and and help,0,2,got,VERB,Come to have (something); receive.,I got a letter from him the other day
I 've got ta be I wo n't actually do it I 'll just come in run a just give it complete customers and and help,0,4,be,VERB,Exist.,there are no easy answers
I 've got ta be I wo n't actually do it I 'll just come in run a just give it complete customers and and help,0,6,wo,VERB,,
I 've got ta be I wo n't actually do it I 'll just come in run a just give it complete customers and and help,0,9,do,VERB,"Perform (an action, the precise nature of which is often unspecified)",very little work has been done in this field
I 've got ta be I wo n't actually do it I 'll just come in run a just give it complete customers and and help,0,12,'ll,VERB,,
I 've got ta be I wo n't actually do it I 'll just come in run a just give it complete customers and and help,0,14,come,VERB,Move or travel towards or into a place thought of as near or familiar to the speaker.,Jessica came into the kitchen
I 've got ta be I wo n't actually do it I 'll just come in run a just give it complete customers and and help,0,19,give,VERB,Freely transfer the possession of (something) to (someone),she gave him presents and clothes
I 've got ta be I wo n't actually do it I 'll just come in run a just give it complete customers and and help,0,25,help,VERB,Make it easier or possible for (someone) to do something by offering one's services or resources.,they helped her with domestic chores
"they 'll say well you , it 's awful , you 're awfully sorry but it 's .",0,1,'ll,VERB,,
"they 'll say well you , it 's awful , you 're awfully sorry but it 's .",0,2,say,VERB,"Utter words so as to convey information, an opinion, a feeling or intention, or an instruction.","‘Thank you,’ he said"
"they 'll say well you , it 's awful , you 're awfully sorry but it 's .",0,7,'s,VERB,,
"they 'll say well you , it 's awful , you 're awfully sorry but it 's .",0,11,'re,VERB,,
"they 'll say well you , it 's awful , you 're awfully sorry but it 's .",0,16,'s,VERB,,
"Actually from the original structure , I mean , it 's , it 's , it was half that size anyway .",0,7,mean,VERB,Intend to convey or refer to (a particular thing); signify.,I don't know what you mean
"Actually from the original structure , I mean , it 's , it 's , it was half that size anyway .",0,10,'s,VERB,,
"Actually from the original structure , I mean , it 's , it 's , it was half that size anyway .",0,13,'s,VERB,,
"Actually from the original structure , I mean , it 's , it 's , it was half that size anyway .",0,16,was,VERB,Exist.,there are no easy answers
"Well as I say , you can see where it was , it 's that sort of diamond",0,3,say,VERB,"Utter words so as to convey information, an opinion, a feeling or intention, or an instruction.","‘Thank you,’ he said"
"Well as I say , you can see where it was , it 's that sort of diamond",0,6,can,VERB,Be able to.,they can run fast
"Well as I say , you can see where it was , it 's that sort of diamond",0,7,see,VERB,Perceive with the eyes; discern visually.,in the distance she could see the blue sea
"Well as I say , you can see where it was , it 's that sort of diamond",0,10,was,VERB,Exist.,there are no easy answers
"Well as I say , you can see where it was , it 's that sort of diamond",0,13,'s,VERB,,
I think .,0,1,think,VERB,"Have a particular opinion, belief, or idea about someone or something.",she thought that nothing would be the same again
"did you have get his , well it int structural is it ?",0,0,did,VERB,"Perform (an action, the precise nature of which is often unspecified)",very little work has been done in this field
"did you have get his , well it int structural is it ?",0,2,have,VERB,"Possess, own, or hold.",he had a new car and a boat
"did you have get his , well it int structural is it ?",0,3,get,VERB,Come to have (something); receive.,I got a letter from him the other day
"did you have get his , well it int structural is it ?",0,10,is,VERB,Exist.,there are no easy answers
Oh that 's get his permission for nothing !,0,2,'s,VERB,,
Oh that 's get his permission for nothing !,1,3,get,VERB,Come to have (something); receive.,I got a letter from him the other day
Well he wo n't know I do n't I do n't think he dare show,0,2,wo,VERB,,
Well he wo n't know I do n't I do n't think he dare show,0,4,know,VERB,"Be aware of through observation, inquiry, or information.",most people know that CFCs can damage the ozone layer
Well he wo n't know I do n't I do n't think he dare show,0,6,do,VERB,"Perform (an action, the precise nature of which is often unspecified)",very little work has been done in this field
Well he wo n't know I do n't I do n't think he dare show,0,9,do,VERB,"Perform (an action, the precise nature of which is often unspecified)",very little work has been done in this field
Well he wo n't know I do n't I do n't think he dare show,0,11,think,VERB,"Have a particular opinion, belief, or idea about someone or something.",she thought that nothing would be the same again
Well he wo n't know I do n't I do n't think he dare show,0,13,dare,VERB,Have the courage to do something.,a story he dare not write down
Well he wo n't know I do n't I do n't think he dare show,0,14,show,VERB,Allow or cause (something) to be visible.,a white blouse will show the blood
"his face at moment , he had n't been anywhere round to , since all this happened before Christmas .",0,6,had,VERB,"Possess, own, or hold.",he had a new car and a boat
"his face at moment , he had n't been anywhere round to , since all this happened before Christmas .",0,8,been,VERB,Exist.,there are no easy answers
"his face at moment , he had n't been anywhere round to , since all this happened before Christmas .",0,16,happened,VERB,Take place; occur.,two hours had passed and still nothing had happened
He 's like a ferret !,0,1,'s,VERB,,
I get on very well with him though .,0,1,get,VERB,Come to have (something); receive.,I got a letter from him the other day
Well I mean,0,2,mean,VERB,Intend to convey or refer to (a particular thing); signify.,I don't know what you mean
So we 'll want,0,2,'ll,VERB,,
So we 'll want,0,3,want,VERB,Have a desire to possess or do (something); wish for.,I want an apple
"And what they 've , what they 've got , they 've got the bar in a far bottom corner",0,3,'ve,VERB,,
"And what they 've , what they 've got , they 've got the bar in a far bottom corner",0,7,'ve,VERB,,
"And what they 've , what they 've got , they 've got the bar in a far bottom corner",1,8,got,VERB,Come to have (something); receive.,I got a letter from him the other day
"And what they 've , what they 've got , they 've got the bar in a far bottom corner",0,11,'ve,VERB,,
"And what they 've , what they 've got , they 've got the bar in a far bottom corner",1,12,got,VERB,Come to have (something); receive.,I got a letter from him the other day
You used to go in to play snooker did n't you ?,0,1,used,VERB,"Take, hold, or deploy (something) as a means of accomplishing or achieving something; employ.",she used her key to open the front door
You used to go in to play snooker did n't you ?,0,3,go,VERB,Move from one place to another; travel.,he went out to the shops
You used to go in to play snooker did n't you ?,0,6,play,VERB,Engage in activity for enjoyment and recreation rather than a serious or practical purpose.,the children were playing by a pool
You used to go in to play snooker did n't you ?,0,8,did,VERB,"Perform (an action, the precise nature of which is often unspecified)",very little work has been done in this field
When we have a when we were talking to them and we had the door through and my snooker got really good .,0,2,have,VERB,"Possess, own, or hold.",he had a new car and a boat
When we have a when we were talking to them and we had the door through and my snooker got really good .,0,6,were,VERB,Exist.,there are no easy answers
When we have a when we were talking to them and we had the door through and my snooker got really good .,0,7,talking,VERB,Speak in order to give information or express ideas or feelings; converse or communicate by spoken words.,the two men talked
When we have a when we were talking to them and we had the door through and my snooker got really good .,1,12,had,VERB,"Possess, own, or hold.",he had a new car and a boat
When we have a when we were talking to them and we had the door through and my snooker got really good .,0,19,got,VERB,Come to have (something); receive.,I got a letter from him the other day
"We did , we had a snooker table at home and my snooker will never get good .",0,1,did,VERB,"Perform (an action, the precise nature of which is often unspecified)",very little work has been done in this field
"We did , we had a snooker table at home and my snooker will never get good .",0,4,had,VERB,"Possess, own, or hold.",he had a new car and a boat
"We did , we had a snooker table at home and my snooker will never get good .",0,13,will,VERB,Expressing the future tense.,you will regret it when you are older
"We did , we had a snooker table at home and my snooker will never get good .",0,15,get,VERB,Come to have (something); receive.,I got a letter from him the other day
I used to end up hitting them like a golf ball !,0,1,used,VERB,"Take, hold, or deploy (something) as a means of accomplishing or achieving something; employ.",she used her key to open the front door
I used to end up hitting them like a golf ball !,0,3,end,VERB,Come or bring to a final point; finish.,"when the war ended, policy changed"
I used to end up hitting them like a golf ball !,0,5,hitting,VERB,Bring one's hand or a tool or weapon into contact with (someone or something) quickly and forcefully.,the woman hit the mugger with her umbrella
Used to go bloody berserk !,0,0,Used,VERB,"Take, hold, or deploy (something) as a means of accomplishing or achieving something; employ.",she used her key to open the front door
Used to go bloody berserk !,0,2,go,VERB,Move from one place to another; travel.,he went out to the shops
Good with iron and everything you know .,0,6,know,VERB,"Be aware of through observation, inquiry, or information.",most people know that CFCs can damage the ozone layer
I hated it !,0,1,hated,VERB,,
"Well I shall go because if that fella 's been from , if that fella said I did n't have a job I 'll be jumping up and down like a what d' ya call it !",0,2,shall,VERB,(in the first person) expressing the future tense.,this time next week I shall be in Scotland
"Well I shall go because if that fella 's been from , if that fella said I did n't have a job I 'll be jumping up and down like a what d' ya call it !",0,3,go,VERB,Move from one place to another; travel.,he went out to the shops
"Well I shall go because if that fella 's been from , if that fella said I did n't have a job I 'll be jumping up and down like a what d' ya call it !",0,8,'s,VERB,,
"Well I shall go because if that fella 's been from , if that fella said I did n't have a job I 'll be jumping up and down like a what d' ya call it !",0,9,been,VERB,Exist.,there are no easy answers
"Well I shall go because if that fella 's been from , if that fella said I did n't have a job I 'll be jumping up and down like a what d' ya call it !",0,15,said,VERB,"Utter words so as to convey information, an opinion, a feeling or intention, or an instruction.","‘Thank you,’ he said"
"Well I shall go because if that fella 's been from , if that fella said I did n't have a job I 'll be jumping up and down like a what d' ya call it !",0,17,did,VERB,"Perform (an action, the precise nature of which is often unspecified)",very little work has been done in this field
"Well I shall go because if that fella 's been from , if that fella said I did n't have a job I 'll be jumping up and down like a what d' ya call it !",1,19,have,VERB,"Possess, own, or hold.",he had a new car and a boat
"Well I shall go because if that fella 's been from , if that fella said I did n't have a job I 'll be jumping up and down like a what d' ya call it !",0,23,'ll,VERB,,
"Well I shall go because if that fella 's been from , if that fella said I did n't have a job I 'll be jumping up and down like a what d' ya call it !",0,24,be,VERB,Exist.,there are no easy answers
"Well I shall go because if that fella 's been from , if that fella said I did n't have a job I 'll be jumping up and down like a what d' ya call it !",0,25,jumping,VERB,Push oneself off a surface and into the air by using the muscles in one's legs and feet.,the cat jumped off his lap
"Well I shall go because if that fella 's been from , if that fella said I did n't have a job I 'll be jumping up and down like a what d' ya call it !",0,34,call,VERB,Give (a baby or animal) a specified name.,they called their daughter Hannah
"I 'm , I 'm going to erm we 'll make that into something American .",0,4,'m,VERB,,
"I 'm , I 'm going to erm we 'll make that into something American .",0,5,going,VERB,Move from one place to another; travel.,he went out to the shops
"I 'm , I 'm going to erm we 'll make that into something American .",0,9,'ll,VERB,,
"I 'm , I 'm going to erm we 'll make that into something American .",0,10,make,VERB,Form (something) by putting parts together or combining substances; create.,my grandmother made a dress for me
But I do n't know what .,0,2,do,VERB,"Perform (an action, the precise nature of which is often unspecified)",very little work has been done in this field
But I do n't know what .,0,4,know,VERB,"Be aware of through observation, inquiry, or information.",most people know that CFCs can damage the ozone layer
Have to think of that .,0,0,Have,VERB,"Possess, own, or hold.",he had a new car and a boat
Have to think of that .,0,2,think,VERB,"Have a particular opinion, belief, or idea about someone or something.",she thought that nothing would be the same again
"We we will , I 'm just saying we do wan na get into cocktail and",0,2,will,VERB,Expressing the future tense.,you will regret it when you are older
"We we will , I 'm just saying we do wan na get into cocktail and",0,5,'m,VERB,,
"We we will , I 'm just saying we do wan na get into cocktail and",0,7,saying,VERB,"Utter words so as to convey information, an opinion, a feeling or intention, or an instruction.","‘Thank you,’ he said"
"We we will , I 'm just saying we do wan na get into cocktail and",0,9,do,VERB,"Perform (an action, the precise nature of which is often unspecified)",very little work has been done in this field
"We we will , I 'm just saying we do wan na get into cocktail and",1,12,get,VERB,Come to have (something); receive.,I got a letter from him the other day
Said a Ranch House from .,0,0,Said,VERB,"Utter words so as to convey information, an opinion, a feeling or intention, or an instruction.","‘Thank you,’ he said"
No we do n't wan na be looking at,0,2,do,VERB,"Perform (an action, the precise nature of which is often unspecified)",very little work has been done in this field
No we do n't wan na be looking at,0,4,wan,VERB,,
No we do n't wan na be looking at,0,6,be,VERB,Exist.,there are no easy answers
No we do n't wan na be looking at,1,7,looking,VERB,Direct one's gaze toward someone or something or in a specified direction.,people were looking at him
You see some fucking morons we get in !,0,1,see,VERB,Perceive with the eyes; discern visually.,in the distance she could see the blue sea
You see some fucking morons we get in !,0,6,get,VERB,Come to have (something); receive.,I got a letter from him the other day
"No , we wan na be",0,3,wan,VERB,,
"No , we wan na be",0,5,be,VERB,Exist.,there are no easy answers
That 's who we need to advise us do n't we ?,0,1,'s,VERB,,
That 's who we need to advise us do n't we ?,0,4,need,VERB,Require (something) because it is essential or very important rather than just desirable.,I need help now
That 's who we need to advise us do n't we ?,0,6,advise,VERB,Offer suggestions about the best course of action to someone.,I advised him to go home
That 's who we need to advise us do n't we ?,0,8,do,VERB,"Perform (an action, the precise nature of which is often unspecified)",very little work has been done in this field
We need Geoffrey along to advise us .,0,1,need,VERB,Require (something) because it is essential or very important rather than just desirable.,I need help now
We need Geoffrey along to advise us .,0,5,advise,VERB,Offer suggestions about the best course of action to someone.,I advised him to go home
how do you Americanize this ?,0,1,do,VERB,"Perform (an action, the precise nature of which is often unspecified)",very little work has been done in this field
how do you Americanize this ?,0,3,Americanize,VERB,Make American in character or nationality.,efforts to Americanize newcomers
Bastards stealing our customers last night !,1,1,stealing,VERB,Take (another person's property) without permission or legal right and without intending to return it.,thieves stole her bicycle
Criticizing a,0,0,Criticizing,VERB,Indicate the faults of (someone or something) in a disapproving way.,the opposition criticized the government's failure to consult adequately
Criticizing a do n't want them in town and then put functions on and cheap beer for them when they come .,0,0,Criticizing,VERB,Indicate the faults of (someone or something) in a disapproving way.,the opposition criticized the government's failure to consult adequately
Criticizing a do n't want them in town and then put functions on and cheap beer for them when they come .,0,4,want,VERB,Have a desire to possess or do (something); wish for.,I want an apple
Criticizing a do n't want them in town and then put functions on and cheap beer for them when they come .,1,10,put,VERB,Move to or place in a particular position.,I put my hand out towards her
Criticizing a do n't want them in town and then put functions on and cheap beer for them when they come .,0,20,come,VERB,Move or travel towards or into a place thought of as near or familiar to the speaker.,Jessica came into the kitchen
"I mean , they 're all you know .",0,1,mean,VERB,Intend to convey or refer to (a particular thing); signify.,I don't know what you mean
"I mean , they 're all you know .",0,4,'re,VERB,,
"I mean , they 're all you know .",0,7,know,VERB,"Be aware of through observation, inquiry, or information.",most people know that CFCs can damage the ozone layer
Supposed to be four hundred in the Ranch House last night .,0,0,Supposed,VERB,Think or assume that something is true or probable but lack proof or certain knowledge.,I suppose I got there about noon
Supposed to be four hundred in the Ranch House last night .,0,2,be,VERB,Exist.,there are no easy answers
We need we needs lots of piles of steaming horse manure and things do n't we around and,0,1,need,VERB,Require (something) because it is essential or very important rather than just desirable.,I need help now
We need we needs lots of piles of steaming horse manure and things do n't we around and,0,3,needs,VERB,Require (something) because it is essential or very important rather than just desirable.,I need help now
We need we needs lots of piles of steaming horse manure and things do n't we around and,0,8,steaming,VERB,Give off or produce steam.,a mug of coffee was steaming at her elbow
We need we needs lots of piles of steaming horse manure and things do n't we around and,0,13,do,VERB,"Perform (an action, the precise nature of which is often unspecified)",very little work has been done in this field
Got ta get it right .,0,0,Got,VERB,Come to have (something); receive.,I got a letter from him the other day
Got ta get it right .,0,2,get,VERB,Come to have (something); receive.,I got a letter from him the other day
"Punters would n't go , go for it .",0,1,would,VERB,(expressing the conditional mood) indicating the consequence of an imagined event or situation.,he said he would be away for a couple of days
"Punters would n't go , go for it .",1,3,go,VERB,Move from one place to another; travel.,he went out to the shops
"Punters would n't go , go for it .",1,5,go,VERB,Move from one place to another; travel.,he went out to the shops
"No I do n't , no , no , no , no , no , but I know it wants to be erm",0,2,do,VERB,"Perform (an action, the precise nature of which is often unspecified)",very little work has been done in this field
"No I do n't , no , no , no , no , no , but I know it wants to be erm",0,17,know,VERB,"Be aware of through observation, inquiry, or information.",most people know that CFCs can damage the ozone layer
"No I do n't , no , no , no , no , no , but I know it wants to be erm",1,19,wants,VERB,Have a desire to possess or do (something); wish for.,I want an apple
"No I do n't , no , no , no , no , no , but I know it wants to be erm",0,21,be,VERB,Exist.,there are no easy answers
Have you seen the new rules on er bar staff ?,0,0,Have,VERB,"Possess, own, or hold.",he had a new car and a boat
Have you seen the new rules on er bar staff ?,0,2,seen,VERB,Perceive with the eyes; discern visually.,in the distance she could see the blue sea
They 're not allowed to smoke .,0,1,'re,VERB,,
They 're not allowed to smoke .,0,3,allowed,VERB,Let (someone) have or do something.,the dissident was allowed to leave the country
They 're not allowed to smoke .,0,5,smoke,VERB,Emit smoke or visible vapour.,heat the oil until it just smokes
"Not , you ca n't even wander outside",0,3,ca,VERB,,
"Not , you ca n't even wander outside",0,6,wander,VERB,Walk or move in a leisurely or aimless way.,I wandered through the narrow streets
So I go doo doo doo doo doo .,0,2,go,VERB,Move from one place to another; travel.,he went out to the shops
"And , you 've got ta wear gloves to use the till .",0,3,'ve,VERB,,
"And , you 've got ta wear gloves to use the till .",0,4,got,VERB,Come to have (something); receive.,I got a letter from him the other day
"And , you 've got ta wear gloves to use the till .",0,6,wear,VERB,"Have (something) on one's body as clothing, decoration, or protection.",he was wearing a dark suit
"And , you 've got ta wear gloves to use the till .",0,9,use,VERB,"Take, hold, or deploy (something) as a means of accomplishing or achieving something; employ.",she used her key to open the front door
You ca n't you ca n't handle money and,0,1,ca,VERB,,
You ca n't you ca n't handle money and,0,4,ca,VERB,,
You ca n't you ca n't handle money and,0,6,handle,VERB,Feel or manipulate with the hands.,heavy paving slabs can be difficult to handle
And serve,0,1,serve,VERB,Perform duties or services for (another person or an organization),Malcolm has served the church very faithfully
Who says that ?,0,1,says,VERB,"Utter words so as to convey information, an opinion, a feeling or intention, or an instruction.","‘Thank you,’ he said"
"Er er , I do n't know actually .",0,4,do,VERB,"Perform (an action, the precise nature of which is often unspecified)",very little work has been done in this field
"Er er , I do n't know actually .",0,6,know,VERB,"Be aware of through observation, inquiry, or information.",most people know that CFCs can damage the ozone layer
"I 've got it in Disco Club Mirror , it 's the front page out the",0,1,'ve,VERB,,
"I 've got it in Disco Club Mirror , it 's the front page out the",0,2,got,VERB,Come to have (something); receive.,I got a letter from him the other day
"I 've got it in Disco Club Mirror , it 's the front page out the",0,10,'s,VERB,,
They 're treating,0,1,'re,VERB,,
They 're treating,1,2,treating,VERB,Behave towards or deal with in a certain way.,she had been brutally treated
they 're treating alcohol as food .,0,1,'re,VERB,,
they 're treating alcohol as food .,1,2,treating,VERB,Behave towards or deal with in a certain way.,she had been brutally treated
So all the hygiene things on food apply to alcohol .,1,7,apply,VERB,Make a formal application or request.,you need to apply to the local authority for a grant
Oh I know that .,0,2,know,VERB,"Be aware of through observation, inquiry, or information.",most people know that CFCs can damage the ozone layer
"So you ca n't handle , you ca n't handle",0,2,ca,VERB,,
"So you ca n't handle , you ca n't handle",0,4,handle,VERB,Feel or manipulate with the hands.,heavy paving slabs can be difficult to handle
"So you ca n't handle , you ca n't handle",0,7,ca,VERB,,
"So you ca n't handle , you ca n't handle",0,9,handle,VERB,Feel or manipulate with the hands.,heavy paving slabs can be difficult to handle
You 're gon na have to have somebody else to take the money wo n't you ?,0,1,'re,VERB,,
You 're gon na have to have somebody else to take the money wo n't you ?,0,2,gon,VERB,,
You 're gon na have to have somebody else to take the money wo n't you ?,0,4,have,VERB,"Possess, own, or hold.",he had a new car and a boat
You 're gon na have to have somebody else to take the money wo n't you ?,1,6,have,VERB,"Possess, own, or hold.",he had a new car and a boat
You 're gon na have to have somebody else to take the money wo n't you ?,0,10,take,VERB,Lay hold of (something) with one's hands; reach for and hold.,Mrs Morgan took another biscuit
You 're gon na have to have somebody else to take the money wo n't you ?,0,13,wo,VERB,,
"You ca n't have , it 'd mean one to serve and one take the money .",0,1,ca,VERB,,
"You ca n't have , it 'd mean one to serve and one take the money .",0,3,have,VERB,"Possess, own, or hold.",he had a new car and a boat
"You ca n't have , it 'd mean one to serve and one take the money .",0,6,'d,VERB,,
"You ca n't have , it 'd mean one to serve and one take the money .",1,7,mean,VERB,Intend to convey or refer to (a particular thing); signify.,I don't know what you mean
"You ca n't have , it 'd mean one to serve and one take the money .",0,10,serve,VERB,Perform duties or services for (another person or an organization),Malcolm has served the church very faithfully
"You ca n't have , it 'd mean one to serve and one take the money .",0,13,take,VERB,Lay hold of (something) with one's hands; reach for and hold.,Mrs Morgan took another biscuit
It 's fucking ridiculous !,0,1,'s,VERB,,
"Say if you 're , if you 're really busy at the bar just taking your gloves off and fucking putting them on .",0,0,Say,VERB,"Utter words so as to convey information, an opinion, a feeling or intention, or an instruction.","‘Thank you,’ he said"
"Say if you 're , if you 're really busy at the bar just taking your gloves off and fucking putting them on .",0,3,'re,VERB,,
"Say if you 're , if you 're really busy at the bar just taking your gloves off and fucking putting them on .",0,7,'re,VERB,,
"Say if you 're , if you 're really busy at the bar just taking your gloves off and fucking putting them on .",0,14,taking,VERB,Lay hold of (something) with one's hands; reach for and hold.,Mrs Morgan took another biscuit
"Say if you 're , if you 're really busy at the bar just taking your gloves off and fucking putting them on .",0,19,fucking,VERB,,
