sentence,label,target_position,target_word,pos_tag,gloss,eg_sent
And since they 've refused repeatedly to have a public inquiry into what is going on there we 're not certain of the safety of what 's coming out .,0,19,not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"We get smoke from the steel works across the valley , but we know what that is and we 're not afraid of it .",0,20,not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
Keith Thomas pressed a button and a huge door clanked upwards so that I could peer into the heart of the furnace .,0,10,upwards,ADV,"Towards a higher place, point, or level.",she peered upward at the sky
"In here , they burn about 30,000 tonnes of chemicals a year , a quarter originating outside Britain .",1,1,here,ADV,"In, at, or to this place or position.",they have lived here most of their lives
"In here , they burn about 30,000 tonnes of chemicals a year , a quarter originating outside Britain .",1,5,about,ADV,Used to indicate movement within an area.,men were floundering about
"Right here , in this gaping mouth , lies the end of the chain .",0,0,Right,ADV,To the furthest or most complete extent or degree (used for emphasis),the car spun right off the track
"Right here , in this gaping mouth , lies the end of the chain .",1,1,here,ADV,"In, at, or to this place or position.",they have lived here most of their lives
"The wastes include lindane , DDT , out-of-date drugs , carcinogenic chemicals , old cigars and even pornography ( a different kind of pollution ) .",0,16,even,ADV,Used to emphasize something surprising or extreme.,they have never even heard of the United States
"PCBs are so difficult to destroy , that Rechem 's emission-monitoring systems are geared to detecting them on the grounds that if you destroy PCBs you destroy everything .",0,2,so,ADV,To such a great extent.,the words tumbled out so fast that I could barely hear them
"If you did not burn chemicals like PCBs , what else would you do with them ?",0,3,not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"If you did not burn chemicals like PCBs , what else would you do with them ?",0,10,else,ADV,,
"Ã¢ÂÂ We are not in the business of polluting the environment , Mr Wheeler insisted .",0,3,not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"Environmental organisations , however , put the emphasis elsewhere .",0,3,however,ADV,Used to introduce a statement that contrasts with or seems to contradict something that has been said previously.,"People tend to put on weight in middle age. However, gaining weight is not inevitable"
"Environmental organisations , however , put the emphasis elsewhere .",1,8,elsewhere,ADV,"In, at, or to some other place or other places.",he is seeking employment elsewhere
"Ã¢ÂÂ There is no incinerator which completely destroys toxic wastes , Madeleine Cobbing , Greenpeace 's toxics campaigner , told me .",0,1,There,ADV,"In, at, or to that place or position.",we went to Paris and stayed there ten days
"Ã¢ÂÂ There is no incinerator which completely destroys toxic wastes , Madeleine Cobbing , Greenpeace 's toxics campaigner , told me .",0,6,completely,ADV,Totally; utterly.,the fire completely destroyed the building
"Ã¢ÂÂ The crux of our argument is that we do n't need to have toxic wastes and the fact that plants like Rechem exist , providing easy options for companies , is acting as a disincentive for companies to clean up .",0,10,n't,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
But Ã¢ÂÂ another but Ã¢ÂÂ what about the PCBs that already exist ?,0,10,already,ADV,Before or by now or the time in question.,Anna has suffered a great deal already
"Although they are no longer manufactured , they are still present , for example in electrical equipment .",0,3,no,ADV,,
"Although they are no longer manufactured , they are still present , for example in electrical equipment .",0,4,longer,ADV,For a long time.,we hadn't known them long
"Although they are no longer manufactured , they are still present , for example in electrical equipment .",0,9,still,ADV,Up to and including the present or the time mentioned; even now (or then) as formerly.,he still lives with his mother
"No one could therefore call for the closure of incineration plants at a stroke , because noxious chemicals have to go somewhere .",0,3,therefore,ADV,For that reason; consequently.,he was injured and therefore unable to play
"No one could therefore call for the closure of incineration plants at a stroke , because noxious chemicals have to go somewhere .",0,21,somewhere,ADV,In or to some place.,I've seen you somewhere before
So a part of the argument switches to the kind of incinerators you allow while industry is forced to clean itself up .,0,0,So,ADV,To such a great extent.,the words tumbled out so fast that I could barely hear them
"Also , how these should function and Ã¢ÂÂ perhaps most important of all Ã¢ÂÂ where you put them .",0,0,Also,ADV,In addition; too.,"a brilliant linguist, he was also interested in botany"
"Also , how these should function and Ã¢ÂÂ perhaps most important of all Ã¢ÂÂ where you put them .",0,2,how,ADV,In what way or manner; by what means.,how does it work?
"Also , how these should function and Ã¢ÂÂ perhaps most important of all Ã¢ÂÂ where you put them .",0,8,perhaps,ADV,Used to express uncertainty or possibility.,perhaps I should have been frank with him
"Also , how these should function and Ã¢ÂÂ perhaps most important of all Ã¢ÂÂ where you put them .",0,9,most,ADV,"Forming the superlative of adjectives and adverbs, especially those of more than one syllable.",the most important event of my life
"Also , how these should function and Ã¢ÂÂ perhaps most important of all Ã¢ÂÂ where you put them .",0,14,where,ADV,In or to what place or position.,where do you live?
"Mr Wheeler , now moving to the rear of the plant to show off the Â£2m smoke-cleaning section , which had just broken down , pointed out that his company achieved destruction of at least 99.9999 per cent of all materials .",0,3,now,ADV,At the present time or moment.,where are you living now?
"Mr Wheeler , now moving to the rear of the plant to show off the Â£2m smoke-cleaning section , which had just broken down , pointed out that his company achieved destruction of at least 99.9999 per cent of all materials .",0,21,just,ADV,Exactly.,that's just what I need
"The company 's figures imply that when you have burnt 99.9999 per cent of a 30,000-tonne annual throughput , a figure of 0.03 of a tonne remains .",0,6,when,ADV,At what time.,when did you last see him?
"Ã¢ÂÂ If we do it properly any spot is the right spot , he insisted .",0,5,properly,ADV,Correctly or satisfactorily.,ensuring the work is carried out properly
Regular soil and grass tests showed no difference between PCB contamination in the immediate area and elsewhere in Wales Ã¢ÂÂ though there are no established Ã¢ÂÂ safe levels for these .,0,16,elsewhere,ADV,"In, at, or to some other place or other places.",he is seeking employment elsewhere
Regular soil and grass tests showed no difference between PCB contamination in the immediate area and elsewhere in Wales Ã¢ÂÂ though there are no established Ã¢ÂÂ safe levels for these .,0,21,there,ADV,"In, at, or to that place or position.",we went to Paris and stayed there ten days
"And here were drums of chemicals , each labelled , each with a job number to check against sampling .",0,1,here,ADV,"In, at, or to this place or position.",they have lived here most of their lives
"Later , drums supposedly containing carcinogenic drugs were not opened for checking before burning ( for health reasons ) and three were Ã¢ÂÂ misdescribed .",0,0,Later,ADV,At a time in the near future; soon or afterwards.,I'll see you later
"Later , drums supposedly containing carcinogenic drugs were not opened for checking before burning ( for health reasons ) and three were Ã¢ÂÂ misdescribed .",0,3,supposedly,ADV,According to what is generally assumed or believed (often used to indicate that the speaker doubts the truth of the statement),"there were rumours of a rift between him and his colleagues, supposedly because they were jealous of his relationship with the Duchess"
"Later , drums supposedly containing carcinogenic drugs were not opened for checking before burning ( for health reasons ) and three were Ã¢ÂÂ misdescribed .",0,8,not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"They , too , reacted with water , and a plant operator was burned by a cloud of acid gas .",0,2,too,ADV,"To a higher degree than is desirable, permissible, or possible; excessively.",he was driving too fast
"We walked past a tanker where a huge man named Andy Matthews was pumping vinyl acetate into a 10,000-gallon vat , wreathed in its sweet , sickly smell : Ã¢ÂÂ I 've been here two years , he said .",0,5,where,ADV,In or to what place or position.,where do you live?
"We walked past a tanker where a huge man named Andy Matthews was pumping vinyl acetate into a 10,000-gallon vat , wreathed in its sweet , sickly smell : Ã¢ÂÂ I 've been here two years , he said .",0,33,here,ADV,"In, at, or to this place or position.",they have lived here most of their lives
"In a large , prefabricated shed we wandered past stacks of 45-gallon drums of PCBs , two drums high , about 10 deep ; and there were contaminated transformers waiting to be cut up and roasted in the flames .",0,18,high,ADV,At or to a considerable or specified height.,the sculpture stood about five feet high
"In a large , prefabricated shed we wandered past stacks of 45-gallon drums of PCBs , two drums high , about 10 deep ; and there were contaminated transformers waiting to be cut up and roasted in the flames .",1,20,about,ADV,Used to indicate movement within an area.,men were floundering about
"In a large , prefabricated shed we wandered past stacks of 45-gallon drums of PCBs , two drums high , about 10 deep ; and there were contaminated transformers waiting to be cut up and roasted in the flames .",0,25,there,ADV,"In, at, or to that place or position.",we went to Paris and stayed there ten days
"Back along the waste chain , the Liverpool dockers who objected to the import of exactly this type of chemical should be aware that PCBs are moving about our roads all the time .",1,0,Back,ADV,In the opposite direction from the one that one is facing or travelling towards.,he moved back a pace
"Back along the waste chain , the Liverpool dockers who objected to the import of exactly this type of chemical should be aware that PCBs are moving about our roads all the time .",0,15,exactly,ADV,Used to emphasize the accuracy of a figure or description.,they met in 1989 and got married exactly two years later
There was no difference between the liquid in these drums and the liquid in the cargoes they refused to touch .,0,0,There,ADV,"In, at, or to that place or position.",we went to Paris and stayed there ten days
"In Liverpool , a dockers ' spokesman with the Transport and General Workers Union admitted : Ã¢ÂÂ Drivers are n't happy handling some of these commodities , but at least a lorry-driver has more idea of what he is handling than a docker , who could have a consignment and just not know what it is .",0,19,n't,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"In Liverpool , a dockers ' spokesman with the Transport and General Workers Union admitted : Ã¢ÂÂ Drivers are n't happy handling some of these commodities , but at least a lorry-driver has more idea of what he is handling than a docker , who could have a consignment and just not know what it is .",0,50,just,ADV,Exactly.,that's just what I need
"In Liverpool , a dockers ' spokesman with the Transport and General Workers Union admitted : Ã¢ÂÂ Drivers are n't happy handling some of these commodities , but at least a lorry-driver has more idea of what he is handling than a docker , who could have a consignment and just not know what it is .",0,51,not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"Yet he did not oppose all toxic waste movement ( after all , the same union represents workers at Rechem itself ) ; he simply did n't like the idea that big industrial nations like Canada could dump their dirty problems on this country and his members .",0,3,not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"Yet he did not oppose all toxic waste movement ( after all , the same union represents workers at Rechem itself ) ; he simply did n't like the idea that big industrial nations like Canada could dump their dirty problems on this country and his members .",1,10,after,ADV,At a later or future time; afterwards.,Duke Frederick died soon after
"Yet he did not oppose all toxic waste movement ( after all , the same union represents workers at Rechem itself ) ; he simply did n't like the idea that big industrial nations like Canada could dump their dirty problems on this country and his members .",0,11,all,ADV,Completely.,dressed all in black
"Yet he did not oppose all toxic waste movement ( after all , the same union represents workers at Rechem itself ) ; he simply did n't like the idea that big industrial nations like Canada could dump their dirty problems on this country and his members .",0,24,simply,ADV,In a straightforward or plain manner.,she spoke simply and from the heart
"Yet he did not oppose all toxic waste movement ( after all , the same union represents workers at Rechem itself ) ; he simply did n't like the idea that big industrial nations like Canada could dump their dirty problems on this country and his members .",0,26,n't,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"Driving away , I noticed that the vast chimney was still not functioning , but when I called at a neighbouring house a woman showed me videos she had taken of smoke coming from the plant , settling in her garden .",0,1,away,ADV,"To or at a distance from a particular place, person, or thing.","she landed badly, and crawled away"
"Driving away , I noticed that the vast chimney was still not functioning , but when I called at a neighbouring house a woman showed me videos she had taken of smoke coming from the plant , settling in her garden .",0,10,still,ADV,Up to and including the present or the time mentioned; even now (or then) as formerly.,he still lives with his mother
"Driving away , I noticed that the vast chimney was still not functioning , but when I called at a neighbouring house a woman showed me videos she had taken of smoke coming from the plant , settling in her garden .",0,11,not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"Driving away , I noticed that the vast chimney was still not functioning , but when I called at a neighbouring house a woman showed me videos she had taken of smoke coming from the plant , settling in her garden .",0,15,when,ADV,At what time.,when did you last see him?
Certainly the incinerator seems well controlled .,0,0,Certainly,ADV,Used to emphasize the speaker's belief that what is said is true.,the prestigious address certainly adds to the firm's appeal
Certainly the incinerator seems well controlled .,0,4,well,ADV,In a good or satisfactory way.,the whole team played well
Certainly there is no scientific evidence that living nearby increases the risk of sickness .,0,0,Certainly,ADV,Used to emphasize the speaker's belief that what is said is true.,the prestigious address certainly adds to the firm's appeal
Certainly there is no scientific evidence that living nearby increases the risk of sickness .,0,1,there,ADV,"In, at, or to that place or position.",we went to Paris and stayed there ten days
Certainly there is no scientific evidence that living nearby increases the risk of sickness .,0,8,nearby,ADV,Close by.,his four sisters live nearby
"Certainly , Mr Wheeler convinced me that his company was going to huge lengths to keep itself clean .",0,0,Certainly,ADV,Used to emphasize the speaker's belief that what is said is true.,the prestigious address certainly adds to the firm's appeal
"Ã¢ÂÂ We must run it safely in the short term and long term , he said , Ã¢ÂÂ because if people are able to demonstrate that we are causing an environment problem we will be shut down .",0,5,safely,ADV,In a way that gives protection from danger or risk.,there is a memento she keeps safely stored away
MANY will take it as a further surrender to Common Market bureaucracy that an inspectorate will soon be established to regulate the smell of farm manure .,0,16,soon,ADV,In or after a short time.,everyone will soon know the truth
"The smell released by a pig or chicken farm is indescribable , and can affect 10 square miles of countryside around .",0,20,around,ADV,Located or situated on every side.,the mountains towering all around
One may doubt whether modern farming has any useful purpose nowadays when everybody is on a diet .,0,10,nowadays,ADV,"At the present time, in contrast with the past.",the sort of clothes worn by almost all young people nowadays
One may doubt whether modern farming has any useful purpose nowadays when everybody is on a diet .,0,11,when,ADV,At what time.,when did you last see him?
"It mostly seems to involve producing food for animals to eat , whose excrement is then collected to assist the growth of more food for animals .",0,1,mostly,ADV,As regards the greater part or number.,"the culprits are mostly, but not exclusively, male"
"It mostly seems to involve producing food for animals to eat , whose excrement is then collected to assist the growth of more food for animals .",0,15,then,ADV,At that time; at the time in question.,I was living in Cairo then
"Small children can sometimes be persuaded to eat cow cake in the same way that old people will eat cat food , but the chief result of all this farming was to produce huge food mountains which we could then refuse to give to the Third World , or to the socialists of Eastern Europe , in order to teach them the error of their ways .",0,3,sometimes,ADV,"Occasionally, rather than all of the time.",sometimes I want to do things on my own
"Small children can sometimes be persuaded to eat cow cake in the same way that old people will eat cat food , but the chief result of all this farming was to produce huge food mountains which we could then refuse to give to the Third World , or to the socialists of Eastern Europe , in order to teach them the error of their ways .",0,39,then,ADV,At that time; at the time in question.,I was living in Cairo then
"However , there is a new plan to turn land over to wind farming .",0,0,However,ADV,Used to introduce a statement that contrasts with or seems to contradict something that has been said previously.,"People tend to put on weight in middle age. However, gaining weight is not inevitable"
"However , there is a new plan to turn land over to wind farming .",0,2,there,ADV,"In, at, or to that place or position.",we went to Paris and stayed there ten days
It involves nothing more than putting up 80-foot masts all over the land .,0,9,all,ADV,Completely.,dressed all in black
All the food we need will be provided by monster underground funguses producing a regular crop of mushrooms without human assistance .,0,10,underground,ADV,Beneath the surface of the ground.,miners working underground
"The masts may seem unsightly to those unused to them , but I am sure it is simply a matter of getting accustomed .",0,4,unsightly,ADV,,
"The masts may seem unsightly to those unused to them , but I am sure it is simply a matter of getting accustomed .",0,17,simply,ADV,In a straightforward or plain manner.,she spoke simply and from the heart
Cows were thought very unsightly when they were first introduced .,0,3,very,ADV,In a high degree.,a very large amount
Cows were thought very unsightly when they were first introduced .,0,4,unsightly,ADV,,
Cows were thought very unsightly when they were first introduced .,0,5,when,ADV,At what time.,when did you last see him?
Cows were thought very unsightly when they were first introduced .,0,8,first,ADV,,
"THE TEXANS drawl Ã¢ÂÂ Y'all , blacks go Ã¢ÂÂ Yo , Hispanics leer Ã¢ÂÂ Hey , ameeeeeeeego ! .",0,8,Ã¢ÂÂ,ADV,,
"And towering above these stage cliches is , of course , the driven genius whose music can not be stemmed by the forces of reaction .",0,17,not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"No matter ; only the accents change Ã¢ÂÂ and the pants : here , the squares wear slacks , the good guys blue-jeans .",0,0,No,ADV,,
"No matter ; only the accents change Ã¢ÂÂ and the pants : here , the squares wear slacks , the good guys blue-jeans .",0,1,matter,ADV,,
"No matter ; only the accents change Ã¢ÂÂ and the pants : here , the squares wear slacks , the good guys blue-jeans .",0,3,only,ADV,And no one or nothing more besides; solely.,there are only a limited number of tickets available
"No matter ; only the accents change Ã¢ÂÂ and the pants : here , the squares wear slacks , the good guys blue-jeans .",1,12,here,ADV,"In, at, or to this place or position.",they have lived here most of their lives
"Warned not to sing rock'n'roll on a c&w station , Buddy Holly insists , Ã¢ÂÂ I got ta play ma music .",0,1,not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"Even when the hits start , he 's not content .",0,0,Even,ADV,Used to emphasize something surprising or extreme.,they have never even heard of the United States
"Even when the hits start , he 's not content .",0,1,when,ADV,At what time.,when did you last see him?
"Even when the hits start , he 's not content .",0,8,not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"Ã¢ÂÂ We got ta take our music more serious , he tells the Crickets , who remain unconvinced .",0,7,more,ADV,"Forming the comparative of adjectives and adverbs, especially those of more than one syllable.",for them enthusiasm is more important than talent
We 're midway through Act II and a solitary six-pack has yet to hove into view .,0,11,yet,ADV,Up until the present or a specified or implied time; by now or then.,I haven't told anyone else yet
"But this is a plot development Ã¢ÂÂ the plot development Ã¢ÂÂ and , if it involves turning a couple of Aled Jones types into Oliver Reeds , why let logic get in the way ?",0,27,why,ADV,For what reason or purpose.,why did he do it?
"As it happens , there is a kind of logic behind Buddy .",0,4,there,ADV,"In, at, or to that place or position.",we went to Paris and stayed there ten days
"The most common reason for a biomusical is opportunism : take a star like Judy Garland or John Lennon , and you pick up a hit title and a hit score ready-made .",0,1,most,ADV,"Forming the superlative of adjectives and adverbs, especially those of more than one syllable.",the most important event of my life
"Now , Alan Janes 's play matches the well-loved songs with equally well-loved dialogue in a K-Tel Golden Greats collection of Dramatists ' Reliables .",0,0,Now,ADV,At the present time or moment.,where are you living now?
"Now , Alan Janes 's play matches the well-loved songs with equally well-loved dialogue in a K-Tel Golden Greats collection of Dramatists ' Reliables .",0,11,equally,ADV,In the same manner or to the same extent.,all children should be treated equally
Marvel at The Little Woman Behind The Man : Ã¢ÂÂ I 'd like to sing a song fer a special girlfriend who 's kinda important to me .,0,23,kinda,ADV,,
"Ã¢ÂÂ All that happens in the play is based on fact , Janes pledges solemnly in the programme notes .",0,14,solemnly,ADV,In a formal and dignified manner.,the new Queen was solemnly crowned by the Bishop of Rheims
"Ã¢ÂÂ As we know , truth is often stranger than fiction .",0,7,often,ADV,Frequently; many times.,he often goes for long walks by himself
"Most of us prefer to watch Dallas than our neighbours ' home-movies , because , when it comes down to it , we know that truth is generally a lot duller than fiction .",0,15,when,ADV,At what time.,when did you last see him?
"Most of us prefer to watch Dallas than our neighbours ' home-movies , because , when it comes down to it , we know that truth is generally a lot duller than fiction .",0,27,generally,ADV,In most cases; usually.,the term of a lease is generally 99 years
"Occasionally , though , a dramatist will uncover someone with an interesting story , regardless of how unknown or vaguely remembered the subject is .",0,0,Occasionally,ADV,At infrequent or irregular intervals; now and then.,we met up occasionally for a drink
"Occasionally , though , a dramatist will uncover someone with an interesting story , regardless of how unknown or vaguely remembered the subject is .",0,2,though,ADV,However (indicating that a factor qualifies or imposes restrictions on what was said previously),I was hunting for work. Jobs were scarce though
"Occasionally , though , a dramatist will uncover someone with an interesting story , regardless of how unknown or vaguely remembered the subject is .",0,14,regardless,ADV,Despite the prevailing circumstances.,they were determined to carry on regardless
"Occasionally , though , a dramatist will uncover someone with an interesting story , regardless of how unknown or vaguely remembered the subject is .",0,16,how,ADV,In what way or manner; by what means.,how does it work?
"Occasionally , though , a dramatist will uncover someone with an interesting story , regardless of how unknown or vaguely remembered the subject is .",0,19,vaguely,ADV,"In a way that is uncertain, indefinite or unclear; roughly.",he vaguely remembered talking to her once
How many of us can now recall the real Maria von Trapp or Fanny Brice ?,0,0,How,ADV,In what way or manner; by what means.,how does it work?
How many of us can now recall the real Maria von Trapp or Fanny Brice ?,0,5,now,ADV,At the present time or moment.,where are you living now?
They live only through The Sound Of Music and Funny Girl .,0,2,only,ADV,And no one or nothing more besides; solely.,there are only a limited number of tickets available
Buddy Holly comes somewhere between the subjects of those and more parasitic biographies .,0,3,somewhere,ADV,In or to some place.,I've seen you somewhere before
Buddy Holly comes somewhere between the subjects of those and more parasitic biographies .,0,10,more,ADV,"Forming the comparative of adjectives and adverbs, especially those of more than one syllable.",for them enthusiasm is more important than talent
"His records are still played , but his personality , unexposed through movies or extensive TV interviews , is almost entirely unknown .",0,3,still,ADV,Up to and including the present or the time mentioned; even now (or then) as formerly.,he still lives with his mother
"His records are still played , but his personality , unexposed through movies or extensive TV interviews , is almost entirely unknown .",0,19,almost,ADV,Not quite; very nearly.,he almost knocked Georgina over
"His records are still played , but his personality , unexposed through movies or extensive TV interviews , is almost entirely unknown .",0,20,entirely,ADV,Completely (often used for emphasis),the traffic seemed to consist entirely of black cabs
"All that counts are the records , a rhythmically unusual Tex-Mex fusion of rock'n'roll and older western elements , pioneering what became the standard pop instrumentation of two guitars , bass and drums .",0,8,rhythmically,ADV,In a way that relates to rhythm.,rhythmically complex music
"Of the two prototype rock songwriters , it 's the more worldly Chuck Berry you turn to for the authentic picture of teenage pleasures in Eisenhower 's America : Ã¢ÂÂ Gon na write a little letter , Gon na mail it to my local deejay .",0,10,more,ADV,"Forming the comparative of adjectives and adverbs, especially those of more than one syllable.",for them enthusiasm is more important than talent
"Of the two prototype rock songwriters , it 's the more worldly Chuck Berry you turn to for the authentic picture of teenage pleasures in Eisenhower 's America : Ã¢ÂÂ Gon na write a little letter , Gon na mail it to my local deejay .",0,11,worldly,ADV,,
"Buddy invites us to regard Holly in the same light , mocking ( in a horribly nudging re-creation ) Lubbock old-timers like The Hayriders , who sing : Ã¢ÂÂ When the sun goes down on Blue Ridge Mountain It 's the time to whistle in your ear .",0,15,horribly,ADV,In a way that causes horror; shockingly.,people are suffering horribly in the aftermath of the cyclone
"Buddy invites us to regard Holly in the same light , mocking ( in a horribly nudging re-creation ) Lubbock old-timers like The Hayriders , who sing : Ã¢ÂÂ When the sun goes down on Blue Ridge Mountain It 's the time to whistle in your ear .",0,29,When,ADV,At what time.,when did you last see him?
"If you did n't know the tunes , you 'd assume Holly 's lyrics decorated some innocent backporch spooners from the turn-of-the-century : Ã¢ÂÂ Stars appear and the shadows are fallin' You can hear my honey callin' .",0,3,n't,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
Or : Ã¢ÂÂ When Cupid shot his dart He shot it at your heart .,0,3,When,ADV,At what time.,when did you last see him?
"Not only are these songs impossible to use dramatically , they 're also too vague to use as incidental music , to underline or punctuate aspects of Holly 's life or the 1950s more generally .",0,0,Not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"Not only are these songs impossible to use dramatically , they 're also too vague to use as incidental music , to underline or punctuate aspects of Holly 's life or the 1950s more generally .",0,1,only,ADV,And no one or nothing more besides; solely.,there are only a limited number of tickets available
"Not only are these songs impossible to use dramatically , they 're also too vague to use as incidental music , to underline or punctuate aspects of Holly 's life or the 1950s more generally .",0,8,dramatically,ADV,In a way that relates to drama or the performance of drama.,they displayed their talents both musically and dramatically
"Not only are these songs impossible to use dramatically , they 're also too vague to use as incidental music , to underline or punctuate aspects of Holly 's life or the 1950s more generally .",0,12,also,ADV,In addition; too.,"a brilliant linguist, he was also interested in botany"
"Not only are these songs impossible to use dramatically , they 're also too vague to use as incidental music , to underline or punctuate aspects of Holly 's life or the 1950s more generally .",0,13,too,ADV,"To a higher degree than is desirable, permissible, or possible; excessively.",he was driving too fast
"Not only are these songs impossible to use dramatically , they 're also too vague to use as incidental music , to underline or punctuate aspects of Holly 's life or the 1950s more generally .",0,17,as,ADV,Used in comparisons to refer to the extent or degree of something.,go as fast as you can
"Not only are these songs impossible to use dramatically , they 're also too vague to use as incidental music , to underline or punctuate aspects of Holly 's life or the 1950s more generally .",0,33,more,ADV,"Forming the comparative of adjectives and adverbs, especially those of more than one syllable.",for them enthusiasm is more important than talent
"Not only are these songs impossible to use dramatically , they 're also too vague to use as incidental music , to underline or punctuate aspects of Holly 's life or the 1950s more generally .",0,34,generally,ADV,In most cases; usually.,the term of a lease is generally 99 years
"Ã¢ÂÂ I wrote it for you , he assures his gal before the ballads , but how can you tell ?",0,16,how,ADV,In what way or manner; by what means.,how does it work?
"All you can do with these songs is sing them , and Buddy fails even to manage that with any subtlety .",0,14,even,ADV,Used to emphasize something surprising or extreme.,they have never even heard of the United States
"And , for all the appeal of his singing and playing , Paul Hipp comes out pretty dull between the numbers .",0,16,pretty,ADV,To a moderately high degree; fairly.,he looked pretty fit for his age
"Rob Bettinson , the director , has deduced that he ought to have these images plus disc-jockeys , radio commercials , midwestern hops , but he does n't seem to know why .",0,27,n't,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"Rob Bettinson , the director , has deduced that he ought to have these images plus disc-jockeys , radio commercials , midwestern hops , but he does n't seem to know why .",0,31,why,ADV,For what reason or purpose.,why did he do it?
"Like most shows which are manufactured with an eye to commercial success ( Winnie , High Society , to name only Buddy 's predecessors at the Victoria Palace ) , this one will probably fail .",0,20,only,ADV,And no one or nothing more besides; solely.,there are only a limited number of tickets available
"Like most shows which are manufactured with an eye to commercial success ( Winnie , High Society , to name only Buddy 's predecessors at the Victoria Palace ) , this one will probably fail .",0,33,probably,ADV,Almost certainly; as far as one knows or can tell.,she would probably never see him again
"It 's not as if there are n't aspects of his career that are n't worth exploring : how did he come to use drums , then almost unknown in Texan country line-ups ?",0,2,not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"It 's not as if there are n't aspects of his career that are n't worth exploring : how did he come to use drums , then almost unknown in Texan country line-ups ?",0,5,there,ADV,"In, at, or to that place or position.",we went to Paris and stayed there ten days
"It 's not as if there are n't aspects of his career that are n't worth exploring : how did he come to use drums , then almost unknown in Texan country line-ups ?",0,7,n't,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"It 's not as if there are n't aspects of his career that are n't worth exploring : how did he come to use drums , then almost unknown in Texan country line-ups ?",0,14,n't,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"It 's not as if there are n't aspects of his career that are n't worth exploring : how did he come to use drums , then almost unknown in Texan country line-ups ?",0,18,how,ADV,In what way or manner; by what means.,how does it work?
"It 's not as if there are n't aspects of his career that are n't worth exploring : how did he come to use drums , then almost unknown in Texan country line-ups ?",0,26,then,ADV,At that time; at the time in question.,I was living in Cairo then
"It 's not as if there are n't aspects of his career that are n't worth exploring : how did he come to use drums , then almost unknown in Texan country line-ups ?",0,27,almost,ADV,Not quite; very nearly.,he almost knocked Georgina over
"Was it true , as the chart performance of Ã¢ÂÂ Heartbeat ( his last release ) suggests , that his three-year career was already on the wane ?",0,23,already,ADV,Before or by now or the time in question.,Anna has suffered a great deal already
"And surely any dramatist ought to be able to move us with that final night of Holly 's life , when his musicians ( including Waylon Jennings ) gave their places on the Ã¢ÂÂ plane to the Big Bopper and Ritchie Valens .",0,1,surely,ADV,Used to emphasize the speaker's firm belief that what they are saying is true and often their surprise that there is any doubt of this.,"if there is no will, then surely the house goes automatically to you"
"And surely any dramatist ought to be able to move us with that final night of Holly 's life , when his musicians ( including Waylon Jennings ) gave their places on the Ã¢ÂÂ plane to the Big Bopper and Ritchie Valens .",0,20,when,ADV,At what time.,when did you last see him?
"The author 's job is not merely to offer an illustrated Who 's Who entry , but to turn elements of a man 's life into a dramatic entity .",0,5,not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"The author 's job is not merely to offer an illustrated Who 's Who entry , but to turn elements of a man 's life into a dramatic entity .",0,6,merely,ADV,Just; only.,"Gary, a silent boy, merely nodded"
"And , if Holly 's too boring for that , perhaps the best approach would be to write about his impact on others .",0,5,too,ADV,"To a higher degree than is desirable, permissible, or possible; excessively.",he was driving too fast
"And , if Holly 's too boring for that , perhaps the best approach would be to write about his impact on others .",0,10,perhaps,ADV,Used to express uncertainty or possibility.,perhaps I should have been frank with him
"That , after all , is what Don McLean did so brilliantly in Ã¢ÂÂ American Pie , a personal reaction to Ã¢ÂÂ the day the music died .",1,2,after,ADV,At a later or future time; afterwards.,Duke Frederick died soon after
"That , after all , is what Don McLean did so brilliantly in Ã¢ÂÂ American Pie , a personal reaction to Ã¢ÂÂ the day the music died .",0,3,all,ADV,Completely.,dressed all in black
"That , after all , is what Don McLean did so brilliantly in Ã¢ÂÂ American Pie , a personal reaction to Ã¢ÂÂ the day the music died .",0,10,so,ADV,To such a great extent.,the words tumbled out so fast that I could barely hear them
