sentence,label,target_position,target_word,pos_tag,gloss,eg_sent
"She did not want to lose Paula , who was one of her best models , but already she was enjoying the reflected glory that came from having personally trained a house model for one of the great London couture houses .",0,29,trained,VERB,Teach (a person or animal) a particular skill or type of behaviour through practice and instruction over a period of time.,the scheme trains people for promotion
"She did not want to lose Paula , who was one of her best models , but already she was enjoying the reflected glory that came from having personally trained a house model for one of the great London couture houses .",0,30,a,DET,Used when referring to someone or something for the first time in a text or conversation.,a man came out of the room
"She did not want to lose Paula , who was one of her best models , but already she was enjoying the reflected glory that came from having personally trained a house model for one of the great London couture houses .",0,31,house,NOUN,"A building for human habitation, especially one that consists of a ground floor and one or more upper storeys.",my wife and I are moving to a new house
"She did not want to lose Paula , who was one of her best models , but already she was enjoying the reflected glory that came from having personally trained a house model for one of the great London couture houses .",1,32,model,NOUN,"A three-dimensional representation of a person or thing or of a proposed structure, typically on a smaller scale than the original.",a model of St Paul's Cathedral
"She did not want to lose Paula , who was one of her best models , but already she was enjoying the reflected glory that came from having personally trained a house model for one of the great London couture houses .",0,33,for,ADP,In support of or in favour of (a person or policy),troops who had fought for Napoleon
"She did not want to lose Paula , who was one of her best models , but already she was enjoying the reflected glory that came from having personally trained a house model for one of the great London couture houses .",0,34,one,NUM,The lowest cardinal number; half of two; 1.,there's only room for one person
"She did not want to lose Paula , who was one of her best models , but already she was enjoying the reflected glory that came from having personally trained a house model for one of the great London couture houses .",0,35,of,ADP,Expressing the relationship between a part and a whole.,the sleeve of his coat
"She did not want to lose Paula , who was one of her best models , but already she was enjoying the reflected glory that came from having personally trained a house model for one of the great London couture houses .",0,36,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
"She did not want to lose Paula , who was one of her best models , but already she was enjoying the reflected glory that came from having personally trained a house model for one of the great London couture houses .",0,37,great,ADJ,"Of an extent, amount, or intensity considerably above average.",the article was of great interest
"She did not want to lose Paula , who was one of her best models , but already she was enjoying the reflected glory that came from having personally trained a house model for one of the great London couture houses .",0,38,London,PROPN,,
"She did not want to lose Paula , who was one of her best models , but already she was enjoying the reflected glory that came from having personally trained a house model for one of the great London couture houses .",0,39,couture,NOUN,The design and manufacture of fashionable clothes to a client's specific requirements and measurements.,designer ready-to-wear has taken over from couture as the focus of interest
"She did not want to lose Paula , who was one of her best models , but already she was enjoying the reflected glory that came from having personally trained a house model for one of the great London couture houses .",0,40,houses,NOUN,"A building for human habitation, especially one that consists of a ground floor and one or more upper storeys.",my wife and I are moving to a new house
She had known about the vacancy at Mattli and hoped that the job might be offered to Paula .,0,0,She,PRON,"Used to refer to a woman, girl, or female animal previously mentioned or easily identified.",my sister told me that she was not happy
She had known about the vacancy at Mattli and hoped that the job might be offered to Paula .,0,1,had,VERB,"Possess, own, or hold.",he had a new car and a boat
She had known about the vacancy at Mattli and hoped that the job might be offered to Paula .,0,2,known,VERB,"Be aware of through observation, inquiry, or information.",most people know that CFCs can damage the ozone layer
She had known about the vacancy at Mattli and hoped that the job might be offered to Paula .,1,3,about,ADP,On the subject of; concerning.,I was thinking about you
She had known about the vacancy at Mattli and hoped that the job might be offered to Paula .,0,4,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
She had known about the vacancy at Mattli and hoped that the job might be offered to Paula .,0,5,vacancy,NOUN,An unoccupied position or job.,a vacancy for a shorthand typist
She had known about the vacancy at Mattli and hoped that the job might be offered to Paula .,0,6,at,ADP,Expressing location or arrival in a particular place or position.,they live at Conway House
She had known about the vacancy at Mattli and hoped that the job might be offered to Paula .,0,7,Mattli,PROPN,,
She had known about the vacancy at Mattli and hoped that the job might be offered to Paula .,0,8,and,CCONJ,,
She had known about the vacancy at Mattli and hoped that the job might be offered to Paula .,0,9,hoped,VERB,(of a person) move by jumping on one foot.,he hopped along beside her
She had known about the vacancy at Mattli and hoped that the job might be offered to Paula .,0,10,that,ADP,,
She had known about the vacancy at Mattli and hoped that the job might be offered to Paula .,0,11,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
She had known about the vacancy at Mattli and hoped that the job might be offered to Paula .,0,12,job,NOUN,A paid position of regular employment.,the scheme could create 200 jobs
She had known about the vacancy at Mattli and hoped that the job might be offered to Paula .,0,13,might,VERB,"Used in reported speech, to express possibility or permission.",he said he might be late
She had known about the vacancy at Mattli and hoped that the job might be offered to Paula .,0,14,be,VERB,Exist.,there are no easy answers
She had known about the vacancy at Mattli and hoped that the job might be offered to Paula .,0,15,offered,VERB,Present or proffer (something) for (someone) to accept or reject as desired.,may I offer you a drink?
She had known about the vacancy at Mattli and hoped that the job might be offered to Paula .,1,16,to,ADP,Expressing motion in the direction of (a particular location),walking down to the shops
She had known about the vacancy at Mattli and hoped that the job might be offered to Paula .,0,17,Paula,PROPN,,
Madame Mattli demanded .,0,0,Madame,PROPN,,
Madame Mattli demanded .,0,1,Mattli,PROPN,,
Madame Mattli demanded .,0,2,demanded,VERB,Ask authoritatively or brusquely.,‘Where is she?’ he demanded
Ã¢ÂÂ Can I have a little time to think it over ?,0,0,Ã¢ÂÂ,NOUN,,
Ã¢ÂÂ Can I have a little time to think it over ?,0,1,Can,VERB,Be able to.,they can run fast
Ã¢ÂÂ Can I have a little time to think it over ?,0,2,I,PRON,Used by a speaker to refer to himself or herself.,accept me for what I am
Ã¢ÂÂ Can I have a little time to think it over ?,1,3,have,VERB,"Possess, own, or hold.",he had a new car and a boat
Ã¢ÂÂ Can I have a little time to think it over ?,0,4,a,DET,Used when referring to someone or something for the first time in a text or conversation.,a man came out of the room
Ã¢ÂÂ Can I have a little time to think it over ?,0,5,little,ADJ,"Small in size, amount, or degree (often used to convey an appealing diminutiveness or express an affectionate or condescending attitude)",the plants will grow into little bushes
Ã¢ÂÂ Can I have a little time to think it over ?,0,6,time,NOUN,"The indefinite continued progress of existence and events in the past, present, and future regarded as a whole.",travel through space and time
Ã¢ÂÂ Can I have a little time to think it over ?,0,7,to,PART,Used with the base form of a verb to indicate that the verb is in the infinitive.,I set out to buy food
Ã¢ÂÂ Can I have a little time to think it over ?,0,8,think,VERB,"Have a particular opinion, belief, or idea about someone or something.",she thought that nothing would be the same again
Ã¢ÂÂ Can I have a little time to think it over ?,0,9,it,PRON,Used to refer to a thing previously mentioned or easily identified.,a room with two beds in it
Ã¢ÂÂ Can I have a little time to think it over ?,0,10,over,PART,,
Paula asked boldly .,0,0,Paula,PROPN,,
Paula asked boldly .,0,1,asked,VERB,Say something in order to obtain an answer or some information.,I asked her what she meant
Paula asked boldly .,0,2,boldly,ADV,In a confident and courageous way; showing a willingness to take risks.,you will have our support as long as you fight boldly against corruption
But please do not delay too long .,0,0,But,CCONJ,,
But please do not delay too long .,0,1,please,INTJ,,
But please do not delay too long .,0,2,do,VERB,"Perform (an action, the precise nature of which is often unspecified)",very little work has been done in this field
But please do not delay too long .,0,3,not,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
But please do not delay too long .,0,4,delay,VERB,Make (someone or something) late or slow.,the train was delayed
But please do not delay too long .,0,5,too,ADV,"To a higher degree than is desirable, permissible, or possible; excessively.",he was driving too fast
But please do not delay too long .,0,6,long,ADV,For a long time.,we hadn't known them long
My present house model leaves at the end of the month and there are plenty of girls who would jump at the chance .,0,0,My,ADJ,,
My present house model leaves at the end of the month and there are plenty of girls who would jump at the chance .,1,1,present,ADJ,In a particular place.,a doctor must be present at the ringside
My present house model leaves at the end of the month and there are plenty of girls who would jump at the chance .,0,2,house,NOUN,"A building for human habitation, especially one that consists of a ground floor and one or more upper storeys.",my wife and I are moving to a new house
My present house model leaves at the end of the month and there are plenty of girls who would jump at the chance .,1,3,model,NOUN,"A three-dimensional representation of a person or thing or of a proposed structure, typically on a smaller scale than the original.",a model of St Paul's Cathedral
My present house model leaves at the end of the month and there are plenty of girls who would jump at the chance .,0,4,leaves,VERB,Go away from.,she left London on June 6
My present house model leaves at the end of the month and there are plenty of girls who would jump at the chance .,1,5,at,ADP,Expressing location or arrival in a particular place or position.,they live at Conway House
My present house model leaves at the end of the month and there are plenty of girls who would jump at the chance .,0,6,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
My present house model leaves at the end of the month and there are plenty of girls who would jump at the chance .,1,7,end,NOUN,"A final part of something, especially a period of time, an activity, or a story.",the end of the year
My present house model leaves at the end of the month and there are plenty of girls who would jump at the chance .,0,8,of,ADP,Expressing the relationship between a part and a whole.,the sleeve of his coat
My present house model leaves at the end of the month and there are plenty of girls who would jump at the chance .,0,9,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
My present house model leaves at the end of the month and there are plenty of girls who would jump at the chance .,0,10,month,NOUN,Each of the twelve named periods into which a year is divided.,the first six months of 1992
My present house model leaves at the end of the month and there are plenty of girls who would jump at the chance .,0,11,and,CCONJ,,
My present house model leaves at the end of the month and there are plenty of girls who would jump at the chance .,0,12,there,ADV,"In, at, or to that place or position.",we went to Paris and stayed there ten days
My present house model leaves at the end of the month and there are plenty of girls who would jump at the chance .,0,13,are,VERB,Exist.,there are no easy answers
My present house model leaves at the end of the month and there are plenty of girls who would jump at the chance .,0,14,plenty,NOUN,A situation in which food and other necessities are available in sufficiently large quantities.,such natural phenomena as famine and plenty
My present house model leaves at the end of the month and there are plenty of girls who would jump at the chance .,0,15,of,ADP,Expressing the relationship between a part and a whole.,the sleeve of his coat
My present house model leaves at the end of the month and there are plenty of girls who would jump at the chance .,0,16,girls,NOUN,A female child.,a six-year-old girl
My present house model leaves at the end of the month and there are plenty of girls who would jump at the chance .,0,17,who,NOUN,,
My present house model leaves at the end of the month and there are plenty of girls who would jump at the chance .,0,18,would,VERB,(expressing the conditional mood) indicating the consequence of an imagined event or situation.,he said he would be away for a couple of days
My present house model leaves at the end of the month and there are plenty of girls who would jump at the chance .,1,19,jump,VERB,Push oneself off a surface and into the air by using the muscles in one's legs and feet.,the cat jumped off his lap
My present house model leaves at the end of the month and there are plenty of girls who would jump at the chance .,1,20,at,ADP,Expressing location or arrival in a particular place or position.,they live at Conway House
My present house model leaves at the end of the month and there are plenty of girls who would jump at the chance .,0,21,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
My present house model leaves at the end of the month and there are plenty of girls who would jump at the chance .,0,22,chance,NOUN,A possibility of something happening.,there is a chance of winning the raffle
"But all the same I could n't make such a move without giving it some thought , Paula said grandly .",0,0,But,CCONJ,,
"But all the same I could n't make such a move without giving it some thought , Paula said grandly .",0,1,all,ADJ,,
"But all the same I could n't make such a move without giving it some thought , Paula said grandly .",0,2,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
"But all the same I could n't make such a move without giving it some thought , Paula said grandly .",0,3,same,ADJ,Identical; not different.,she was saying the same thing over and over
"But all the same I could n't make such a move without giving it some thought , Paula said grandly .",0,4,I,PRON,Used by a speaker to refer to himself or herself.,accept me for what I am
"But all the same I could n't make such a move without giving it some thought , Paula said grandly .",0,5,could,VERB,Used to indicate possibility.,"So I had to learn every aspect as much as I could, in order to get through it and make it."
"But all the same I could n't make such a move without giving it some thought , Paula said grandly .",0,6,n't,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
"But all the same I could n't make such a move without giving it some thought , Paula said grandly .",1,7,make,VERB,Form (something) by putting parts together or combining substances; create.,my grandmother made a dress for me
"But all the same I could n't make such a move without giving it some thought , Paula said grandly .",0,8,such,ADJ,,
"But all the same I could n't make such a move without giving it some thought , Paula said grandly .",0,9,a,DET,Used when referring to someone or something for the first time in a text or conversation.,a man came out of the room
"But all the same I could n't make such a move without giving it some thought , Paula said grandly .",1,10,move,NOUN,"A change of place, position, or state.",she made a sudden move towards me
"But all the same I could n't make such a move without giving it some thought , Paula said grandly .",1,11,without,ADP,In the absence of.,he went to Sweden without her
"But all the same I could n't make such a move without giving it some thought , Paula said grandly .",1,12,giving,VERB,Freely transfer the possession of (something) to (someone),she gave him presents and clothes
"But all the same I could n't make such a move without giving it some thought , Paula said grandly .",0,13,it,PRON,Used to refer to a thing previously mentioned or easily identified.,a room with two beds in it
"But all the same I could n't make such a move without giving it some thought , Paula said grandly .",0,14,some,DET,An unspecified amount or number of.,I made some money running errands
"But all the same I could n't make such a move without giving it some thought , Paula said grandly .",0,15,thought,NOUN,"An idea or opinion produced by thinking, or occurring suddenly in the mind.",Maggie had a sudden thought
"But all the same I could n't make such a move without giving it some thought , Paula said grandly .",0,17,Paula,PROPN,,
"But all the same I could n't make such a move without giving it some thought , Paula said grandly .",0,18,said,VERB,"Utter words so as to convey information, an opinion, a feeling or intention, or an instruction.","‘Thank you,’ he said"
"But all the same I could n't make such a move without giving it some thought , Paula said grandly .",0,19,grandly,ADV,"In a proud, impressive, or ambitious manner.",the purchase of the painting was grandly announced
But inside she was bubbling with excitement .,0,0,But,CCONJ,,
But inside she was bubbling with excitement .,0,1,inside,ADP,Situated with the boundaries or confines of.,she felt a stirring of life inside her
But inside she was bubbling with excitement .,0,2,she,PRON,"Used to refer to a woman, girl, or female animal previously mentioned or easily identified.",my sister told me that she was not happy
But inside she was bubbling with excitement .,0,3,was,VERB,Exist.,there are no easy answers
But inside she was bubbling with excitement .,1,4,bubbling,VERB,(of a liquid) form rising bubbles of gas or air.,a pot of coffee bubbled away on the stove
But inside she was bubbling with excitement .,1,5,with,ADP,Accompanied by (another person or thing),a nice steak with a bottle of red wine
But inside she was bubbling with excitement .,0,6,excitement,NOUN,A feeling of great enthusiasm and eagerness.,her cheeks were flushed with excitement
Time to think ?,0,0,Time,NOUN,"The indefinite continued progress of existence and events in the past, present, and future regarded as a whole.",travel through space and time
Time to think ?,0,1,to,PART,Used with the base form of a verb to indicate that the verb is in the infinitive.,I set out to buy food
Time to think ?,0,2,think,VERB,"Have a particular opinion, belief, or idea about someone or something.",she thought that nothing would be the same again
She did n't need a single second .,0,0,She,PRON,"Used to refer to a woman, girl, or female animal previously mentioned or easily identified.",my sister told me that she was not happy
She did n't need a single second .,0,1,did,VERB,"Perform (an action, the precise nature of which is often unspecified)",very little work has been done in this field
She did n't need a single second .,0,2,n't,ADV,Used with an auxiliary verb or ‘be’ to form the negative.,he would not say
She did n't need a single second .,0,3,need,VERB,Require (something) because it is essential or very important rather than just desirable.,I need help now
She did n't need a single second .,0,4,a,DET,Used when referring to someone or something for the first time in a text or conversation.,a man came out of the room
She did n't need a single second .,0,5,single,ADJ,Only one; not one of several.,a single red rose
She did n't need a single second .,0,6,second,NOUN,"A sixtieth of a minute of time, which as the SI unit of time is defined in terms of the natural periodicity of the radiation of a caesium-133 atom.","Torrance squeezed the trigger, waited twenty five seconds and fired again."
The moment Madame Mattli had offered her the job she had made up her mind .,0,0,The,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
The moment Madame Mattli had offered her the job she had made up her mind .,0,1,moment,NOUN,A very brief period of time.,she was silent for a moment before replying
The moment Madame Mattli had offered her the job she had made up her mind .,0,2,Madame,PROPN,,
The moment Madame Mattli had offered her the job she had made up her mind .,0,3,Mattli,PROPN,,
The moment Madame Mattli had offered her the job she had made up her mind .,0,4,had,VERB,"Possess, own, or hold.",he had a new car and a boat
The moment Madame Mattli had offered her the job she had made up her mind .,0,5,offered,VERB,Present or proffer (something) for (someone) to accept or reject as desired.,may I offer you a drink?
The moment Madame Mattli had offered her the job she had made up her mind .,0,6,her,PRON,Used as the object of a verb or preposition to refer to a female person or animal previously mentioned or easily identified.,she knew I hated her
The moment Madame Mattli had offered her the job she had made up her mind .,0,7,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
The moment Madame Mattli had offered her the job she had made up her mind .,0,8,job,NOUN,A paid position of regular employment.,the scheme could create 200 jobs
The moment Madame Mattli had offered her the job she had made up her mind .,0,9,she,PRON,"Used to refer to a woman, girl, or female animal previously mentioned or easily identified.",my sister told me that she was not happy
The moment Madame Mattli had offered her the job she had made up her mind .,0,10,had,VERB,"Possess, own, or hold.",he had a new car and a boat
The moment Madame Mattli had offered her the job she had made up her mind .,1,11,made,VERB,Form (something) by putting parts together or combining substances; create.,my grandmother made a dress for me
The moment Madame Mattli had offered her the job she had made up her mind .,1,12,up,PART,,
The moment Madame Mattli had offered her the job she had made up her mind .,0,13,her,ADJ,,
The moment Madame Mattli had offered her the job she had made up her mind .,0,14,mind,NOUN,"The element of a person that enables them to be aware of the world and their experiences, to think, and to feel; the faculty of consciousness and thought.",a lot of thoughts ran through my mind
She was going to take it Ã¢ÂÂ of course !,0,0,She,PRON,"Used to refer to a woman, girl, or female animal previously mentioned or easily identified.",my sister told me that she was not happy
She was going to take it Ã¢ÂÂ of course !,0,1,was,VERB,Exist.,there are no easy answers
She was going to take it Ã¢ÂÂ of course !,0,2,going,VERB,Move from one place to another; travel.,he went out to the shops
She was going to take it Ã¢ÂÂ of course !,0,3,to,PART,Used with the base form of a verb to indicate that the verb is in the infinitive.,I set out to buy food
She was going to take it Ã¢ÂÂ of course !,1,4,take,VERB,Lay hold of (something) with one's hands; reach for and hold.,Mrs Morgan took another biscuit
She was going to take it Ã¢ÂÂ of course !,0,5,it,PRON,Used to refer to a thing previously mentioned or easily identified.,a room with two beds in it
She was going to take it Ã¢ÂÂ of course !,0,6,Ã¢ÂÂ,PROPN,,
She was going to take it Ã¢ÂÂ of course !,0,7,of,ADP,Expressing the relationship between a part and a whole.,the sleeve of his coat
She was going to take it Ã¢ÂÂ of course !,0,8,course,NOUN,"The route or direction followed by a ship, aircraft, road, or river.",the road adopts a tortuous course along the coast
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,0,A,DET,Used when referring to someone or something for the first time in a text or conversation.,a man came out of the room
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,1,month,NOUN,Each of the twelve named periods into which a year is divided.,the first six months of 1992
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,2,later,ADV,At a time in the near future; soon or afterwards.,I'll see you later
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,3,Paula,PROPN,,
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,5,smartly,ADV,In an attractively neat and stylish manner.,he was dressed smartly in his suit
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,6,dressed,VERB,Put on one's clothes.,Graham showered and dressed quickly
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,7,in,ADP,Expressing the situation of something that is or appears to be enclosed or surrounded by something else.,I'm living in London
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,8,a,DET,Used when referring to someone or something for the first time in a text or conversation.,a man came out of the room
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,9,new,ADJ,"Produced, introduced, or discovered recently or now for the first time; not existing before.",the new Madonna album
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,10,tweed,NOUN,"A rough-surfaced woollen cloth, typically of mixed flecked colours, originally produced in Scotland.",a tweed sports jacket
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,11,suit,NOUN,"A set of outer clothes made of the same fabric and designed to be worn together, typically consisting of a jacket and trousers or a jacket and skirt.",a pinstriped suit
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,12,with,ADP,Accompanied by (another person or thing),a nice steak with a bottle of red wine
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,13,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,14,obligatory,ADJ,"Required by a legal, moral, or other rule; compulsory.",use of seat belts in cars is now obligatory
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,15,matching,VERB,Correspond or cause to correspond in some essential respect; make or be harmonious.,I thought we'd have primrose walls to match the bath
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,16,bag,NOUN,"A flexible container with an opening at the top, used for carrying things.",he arrived at the children's ward carrying a bag full of toys for the young patients
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,17,and,CCONJ,,
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,18,shoes,NOUN,"A covering for the foot, typically made of leather, having a sturdy sole and not reaching above the ankle.","He wore black tennis shoes with dull white laces, baggy blue slacks and a white long sleeved shirt."
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,20,and,CCONJ,,
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,21,lugging,VERB,Carry or drag (a heavy or bulky object) with great effort.,she began to lug her suitcase down the stairs
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,22,both,CCONJ,,
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,23,her,ADJ,,
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",1,24,modelling,NOUN,The work of a fashion model.,have you ever thought of a career in modelling?
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,25,case,NOUN,An instance of a particular situation; an example of something occurring.,a case of mistaken identity
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,26,and,CCONJ,,
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,27,a,DET,Used when referring to someone or something for the first time in a text or conversation.,a man came out of the room
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,28,brand,NOUN,A type of product manufactured by a particular company under a particular name.,a new brand of soap powder
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,29,new,ADJ,"Produced, introduced, or discovered recently or now for the first time; not existing before.",the new Madonna album
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,30,cream,NOUN,The thick white or pale yellow fatty liquid which rises to the top when milk is left to stand and which can be eaten as an accompaniment to desserts or used as a cooking ingredient.,strawberries and cream
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,31,leather,NOUN,A material made from the skin of an animal by tanning or a similar process.,a leather jacket
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,32,suitcase,NOUN,"A case with a handle and a hinged lid, used for carrying clothes and other personal possessions.",three huge suitcases and a plethora of hand baggage
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",1,34,took,VERB,Lay hold of (something) with one's hands; reach for and hold.,Mrs Morgan took another biscuit
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,35,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,36,train,NOUN,A series of connected railway carriages or wagons moved by a locomotive or by integral motors.,a freight train
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,37,to,ADP,Expressing motion in the direction of (a particular location),walking down to the shops
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,38,London,PROPN,,
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,39,to,PART,Used with the base form of a verb to indicate that the verb is in the infinitive.,I set out to buy food
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,40,begin,VERB,Perform or undergo the first part of (an action or activity),Peter had just begun a life sentence for murder
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,41,her,ADJ,,
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,42,new,ADJ,"Produced, introduced, or discovered recently or now for the first time; not existing before.",the new Madonna album
"A month later Paula , smartly dressed in a new tweed suit with the obligatory matching bag and shoes , and lugging both her modelling case and a brand new cream leather suitcase , took the train to London to begin her new career .",0,43,career,NOUN,An occupation undertaken for a significant period of a person's life and with opportunities for progress.,he seemed destined for a career as an engineer like his father
She had booked herself a bed at a YWCA hostel for the time being .,0,0,She,PRON,"Used to refer to a woman, girl, or female animal previously mentioned or easily identified.",my sister told me that she was not happy
She had booked herself a bed at a YWCA hostel for the time being .,0,1,had,VERB,"Possess, own, or hold.",he had a new car and a boat
She had booked herself a bed at a YWCA hostel for the time being .,0,2,booked,VERB,"Reserve (accommodation, a place, etc.); buy (a ticket) in advance.",I have booked a table at the Swan
She had booked herself a bed at a YWCA hostel for the time being .,0,3,herself,PRON,Used as the object of a verb or preposition to refer to a female person or animal previously mentioned as the subject of the clause.,she had to defend herself
She had booked herself a bed at a YWCA hostel for the time being .,0,4,a,DET,Used when referring to someone or something for the first time in a text or conversation.,a man came out of the room
