sentence,label,target_position,target_word,pos_tag,gloss,eg_sent
His response to this rejection is as flat as his reaction to the massive demonstration which Keith has earlier persuaded him to join against the Vietnam War .,0,21,to,PART,Used with the base form of a verb to indicate that the verb is in the infinitive.,I set out to buy food
His response to this rejection is as flat as his reaction to the massive demonstration which Keith has earlier persuaded him to join against the Vietnam War .,1,22,join,VERB,Link; connect.,the tap was joined to a pipe
His response to this rejection is as flat as his reaction to the massive demonstration which Keith has earlier persuaded him to join against the Vietnam War .,1,23,against,ADP,In opposition to.,the fight against crime
His response to this rejection is as flat as his reaction to the massive demonstration which Keith has earlier persuaded him to join against the Vietnam War .,0,24,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
His response to this rejection is as flat as his reaction to the massive demonstration which Keith has earlier persuaded him to join against the Vietnam War .,0,25,Vietnam,PROPN,,
His response to this rejection is as flat as his reaction to the massive demonstration which Keith has earlier persuaded him to join against the Vietnam War .,0,26,War,PROPN,,
"This violent event , described at length in hysterically colourful terms , is the only piece of history to be woven convincingly into the plot .",1,0,This,DET,Used to identify a specific person or thing close at hand or being indicated or experienced.,don't listen to this guy
"This violent event , described at length in hysterically colourful terms , is the only piece of history to be woven convincingly into the plot .",1,1,violent,ADJ,"Using or involving physical force intended to hurt, damage, or kill someone or something.",a violent confrontation with riot police
"This violent event , described at length in hysterically colourful terms , is the only piece of history to be woven convincingly into the plot .",0,2,event,NOUN,"A thing that happens or takes place, especially one of importance.",the momentous political events of the late 1980s
"This violent event , described at length in hysterically colourful terms , is the only piece of history to be woven convincingly into the plot .",0,4,described,VERB,Give a detailed account in words of.,he described his experiences in a letter to his parents
"This violent event , described at length in hysterically colourful terms , is the only piece of history to be woven convincingly into the plot .",0,5,at,ADP,Expressing location or arrival in a particular place or position.,they live at Conway House
"This violent event , described at length in hysterically colourful terms , is the only piece of history to be woven convincingly into the plot .",0,6,length,NOUN,The measurement or extent of something from end to end; the greater of two or the greatest of three dimensions of an object.,the delta is twenty kilometres in length
"This violent event , described at length in hysterically colourful terms , is the only piece of history to be woven convincingly into the plot .",1,7,in,ADP,Expressing the situation of something that is or appears to be enclosed or surrounded by something else.,I'm living in London
"This violent event , described at length in hysterically colourful terms , is the only piece of history to be woven convincingly into the plot .",1,8,hysterically,ADV,With wildly uncontrolled emotion.,I started laughing hysterically
"This violent event , described at length in hysterically colourful terms , is the only piece of history to be woven convincingly into the plot .",1,9,colourful,ADJ,Having much or varied colour; bright.,a colourful array of fruit
"This violent event , described at length in hysterically colourful terms , is the only piece of history to be woven convincingly into the plot .",0,10,terms,NOUN,"A word or phrase used to describe a thing or to express a concept, especially in a particular kind of language or branch of study.",the musical term ‘leitmotiv’
"This violent event , described at length in hysterically colourful terms , is the only piece of history to be woven convincingly into the plot .",0,12,is,VERB,Exist.,there are no easy answers
"This violent event , described at length in hysterically colourful terms , is the only piece of history to be woven convincingly into the plot .",0,13,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
"This violent event , described at length in hysterically colourful terms , is the only piece of history to be woven convincingly into the plot .",0,14,only,ADJ,Alone of its or their kind; single or solitary.,the only medal we had ever won
"This violent event , described at length in hysterically colourful terms , is the only piece of history to be woven convincingly into the plot .",1,15,piece,NOUN,,
"This violent event , described at length in hysterically colourful terms , is the only piece of history to be woven convincingly into the plot .",0,16,of,ADP,Expressing the relationship between a part and a whole.,the sleeve of his coat
"This violent event , described at length in hysterically colourful terms , is the only piece of history to be woven convincingly into the plot .",0,17,history,NOUN,"The study of past events, particularly in human affairs.",medieval European history
"This violent event , described at length in hysterically colourful terms , is the only piece of history to be woven convincingly into the plot .",0,18,to,PART,Used with the base form of a verb to indicate that the verb is in the infinitive.,I set out to buy food
"This violent event , described at length in hysterically colourful terms , is the only piece of history to be woven convincingly into the plot .",0,19,be,VERB,Exist.,there are no easy answers
"This violent event , described at length in hysterically colourful terms , is the only piece of history to be woven convincingly into the plot .",1,20,woven,VERB,Form (fabric or a fabric item) by interlacing long threads passing in one direction with others at a right angle to them.,textiles woven from linen or wool
"This violent event , described at length in hysterically colourful terms , is the only piece of history to be woven convincingly into the plot .",0,21,convincingly,ADV,,
"This violent event , described at length in hysterically colourful terms , is the only piece of history to be woven convincingly into the plot .",1,22,into,ADP,Expressing movement or action with the result that someone or something becomes enclosed or surrounded by something else.,cover the bowl and put it into the fridge
"This violent event , described at length in hysterically colourful terms , is the only piece of history to be woven convincingly into the plot .",0,23,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
"This violent event , described at length in hysterically colourful terms , is the only piece of history to be woven convincingly into the plot .",1,24,plot,NOUN,A plan made in secret by a group of people to do something illegal or harmful.,they have been jailed for their part in a plot to defraud a Swiss bank
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,0,Other,ADJ,Denoting a person or thing that is different or distinct from one already mentioned or known about.,stick the camera on a tripod or some other means of support
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",1,1,broad,ADJ,Having a distance larger than usual from side to side; wide.,a broad staircase
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,2,hints,NOUN,A slight or indirect indication or suggestion.,he has given no hint of his views
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,3,as,ADP,Used to refer to the function or character that someone or something has.,it came as a shock
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,4,to,ADP,Expressing motion in the direction of (a particular location),walking down to the shops
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,5,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,6,date,NOUN,The day of the month or year as specified by a number.,what's the date today?
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,7,are,VERB,Exist.,there are no easy answers
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",1,8,inserted,VERB,"Place, fit, or push (something) into something else.",Claudia inserted her key in the lock
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",1,9,with,ADP,Accompanied by (another person or thing),a nice steak with a bottle of red wine
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,10,a,DET,Used when referring to someone or something for the first time in a text or conversation.,a man came out of the room
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,11,comical,ADJ,"Amusing, especially in a ludicrous or absurd way.",a series of comical misunderstandings
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,12,lack,NOUN,The state of being without or not having enough of something.,there is no lack of entertainment aboard ship
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,13,of,ADP,Expressing the relationship between a part and a whole.,the sleeve of his coat
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,14,subtlety,NOUN,The quality or state of being subtle.,the textural subtlety of Degas
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,16,Ã¢ÂÂ,NOUN,,
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,17,My,ADJ,,
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,18,God,PROPN,,
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,20,darling,NOUN,Used as an affectionate form of address to a beloved person.,"good night, darling"
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,22,have,VERB,"Possess, own, or hold.",he had a new car and a boat
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,23,you,PRON,Used to refer to the person or people that the speaker is addressing.,are you listening?
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,24,heard,VERB,Perceive with the ear the sound made by (someone or something),behind her she could hear men's voices
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,26,exclaims,VERB,"Cry out suddenly in surprise, strong emotion, or pain.","‘Well I never,’ she exclaimed"
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,27,Francis,PROPN,,
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,28,'s,PART,,
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,29,mother,NOUN,A woman in relation to her child or children.,his mother was a painter
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,30,one,NUM,The lowest cardinal number; half of two; 1.,there's only room for one person
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,31,day,NOUN,"Each of the twenty-four-hour periods, reckoned from one midnight to the next, into which a week, month, or year is divided, and corresponding to a rotation of the earth on its axis.",they only met a few days ago
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,32,as,ADP,Used to refer to the function or character that someone or something has.,it came as a shock
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,33,she,PRON,"Used to refer to a woman, girl, or female animal previously mentioned or easily identified.",my sister told me that she was not happy
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,34,greets,VERB,Give a polite word of recognition or sign of welcome when meeting (someone),some of the customers greeted the barman in Gaelic
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,35,him,PRON,Used as the object of a verb or preposition to refer to a male person or animal previously mentioned or easily identified.,his wife survived him
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,37,Ã¢ÂÂ,NOUN,,
"Other broad hints as to the date are inserted with a comical lack of subtlety : Ã¢ÂÂ My God , darling , have you heard ? exclaims Francis 's mother one day as she greets him , Ã¢ÂÂ Czechoslovakia .",0,38,Czechoslovakia,PROPN,,
It 's been invaded .,0,0,It,PRON,Used to refer to a thing previously mentioned or easily identified.,a room with two beds in it
It 's been invaded .,0,1,'s,VERB,,
It 's been invaded .,0,2,been,VERB,Exist.,there are no easy answers
It 's been invaded .,0,3,invaded,VERB,(of an armed force) enter (a country or region) so as to subjugate or occupy it.,during the Second World War the island was invaded by the Axis powers
Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .,0,0,Motion,NOUN,The action or process of moving or being moved.,the laws of planetary motion
Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .,0,1,will,VERB,Expressing the future tense.,you will regret it when you are older
Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .,0,2,have,VERB,"Possess, own, or hold.",he had a new car and a boat
Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .,0,3,to,PART,Used with the base form of a verb to indicate that the verb is in the infinitive.,I set out to buy food
Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .,0,4,do,VERB,"Perform (an action, the precise nature of which is often unspecified)",very little work has been done in this field
Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .,0,5,better,ADJ,To be desired or approved of.,it's good that he's back to his old self
Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .,0,6,than,ADP,Introducing the second element in a comparison.,he was much smaller than his son
Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .,1,7,this,DET,Used to identify a specific person or thing close at hand or being indicated or experienced.,don't listen to this guy
Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .,0,8,if,ADP,,
Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .,0,9,he,PRON,"Used to refer to a man, boy, or male animal previously mentioned or easily identified.",everyone liked my father—he was the perfect gentleman
Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .,0,10,seriously,ADV,In a solemn or considered manner.,the doctor looked seriously at him
Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .,0,11,intends,VERB,Have (a course of action) as one's purpose or intention; plan.,the company intends to cut 400 jobs
Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .,0,12,his,ADJ,,
Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .,0,13,series,NOUN,"A number of events, objects, or people of a similar or related kind coming one after another.",the explosion was the latest in a series of accidents
Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .,0,14,of,ADP,Expressing the relationship between a part and a whole.,the sleeve of his coat
Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .,0,15,novels,NOUN,"A fictitious prose narrative of book length, typically representing character and action with some degree of realism.",the novels of Jane Austen
Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .,0,16,to,PART,Used with the base form of a verb to indicate that the verb is in the infinitive.,I set out to buy food
Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .,1,17,capture,VERB,Take into one's possession or control by force.,the island was captured by Australian forces in 1914
Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .,0,18,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .,1,19,feel,NOUN,An act of touching something to examine it.,"I let him have a feel of my hair and kept saying ‘it's a bit of a shock, isn't it?’ (must have been terrifying for a two year old!)."
Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .,0,20,of,ADP,Expressing the relationship between a part and a whole.,the sleeve of his coat
Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .,0,21,a,DET,Used when referring to someone or something for the first time in a text or conversation.,a man came out of the room
Motion will have to do better than this if he seriously intends his series of novels to capture the feel of a period .,0,22,period,NOUN,A length or portion of time.,he had long periods of depression
But the book 's principal defect remains the vacuity of its protagonist .,0,0,But,CCONJ,,
But the book 's principal defect remains the vacuity of its protagonist .,0,1,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
But the book 's principal defect remains the vacuity of its protagonist .,0,2,book,NOUN,A written or printed work consisting of pages glued or sewn together along one side and bound in covers.,a book of selected poems
But the book 's principal defect remains the vacuity of its protagonist .,0,3,'s,PART,,
But the book 's principal defect remains the vacuity of its protagonist .,0,4,principal,ADJ,First in order of importance; main.,the country's principal cities
But the book 's principal defect remains the vacuity of its protagonist .,0,5,defect,NOUN,"A shortcoming, imperfection, or lack.",genetic defects
But the book 's principal defect remains the vacuity of its protagonist .,0,6,remains,VERB,"Continue to exist, especially after other similar people or things have ceased to do so.",a cloister is all that remains of the monastery
But the book 's principal defect remains the vacuity of its protagonist .,0,7,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
But the book 's principal defect remains the vacuity of its protagonist .,0,8,vacuity,NOUN,Lack of thought or intelligence; empty-headedness.,he denounced what he considered the frivolity or vacuity of much contemporary painting
But the book 's principal defect remains the vacuity of its protagonist .,0,9,of,ADP,Expressing the relationship between a part and a whole.,the sleeve of his coat
But the book 's principal defect remains the vacuity of its protagonist .,0,10,its,ADJ,,
But the book 's principal defect remains the vacuity of its protagonist .,0,11,protagonist,NOUN,"The leading character or one of the major characters in a play, film, novel, etc.",the novel's main protagonist is an American intelligence officer
"In his eagerness to depict the cloudy psychology of an adolescent , Motion has forgotten to give the boy a personality .",1,0,In,ADP,Expressing the situation of something that is or appears to be enclosed or surrounded by something else.,I'm living in London
"In his eagerness to depict the cloudy psychology of an adolescent , Motion has forgotten to give the boy a personality .",0,1,his,ADJ,,
"In his eagerness to depict the cloudy psychology of an adolescent , Motion has forgotten to give the boy a personality .",0,2,eagerness,NOUN,Enthusiasm to do or to have something; keenness.,the player showed eagerness to play
"In his eagerness to depict the cloudy psychology of an adolescent , Motion has forgotten to give the boy a personality .",0,3,to,PART,Used with the base form of a verb to indicate that the verb is in the infinitive.,I set out to buy food
"In his eagerness to depict the cloudy psychology of an adolescent , Motion has forgotten to give the boy a personality .",0,4,depict,VERB,"Represent by a drawing, painting, or other art form.",paintings depicting Old Testament scenes
"In his eagerness to depict the cloudy psychology of an adolescent , Motion has forgotten to give the boy a personality .",0,5,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
"In his eagerness to depict the cloudy psychology of an adolescent , Motion has forgotten to give the boy a personality .",1,6,cloudy,ADJ,(of the sky or weather) covered with or characterized by clouds.,"a very grey, cloudy day"
"In his eagerness to depict the cloudy psychology of an adolescent , Motion has forgotten to give the boy a personality .",0,7,psychology,NOUN,"The scientific study of the human mind and its functions, especially those affecting behaviour in a given context.",He studied Jungian and transpersonal psychology and took a special interest in allergic diseases.
"In his eagerness to depict the cloudy psychology of an adolescent , Motion has forgotten to give the boy a personality .",0,8,of,ADP,Expressing the relationship between a part and a whole.,the sleeve of his coat
"In his eagerness to depict the cloudy psychology of an adolescent , Motion has forgotten to give the boy a personality .",0,9,an,DET,,
"In his eagerness to depict the cloudy psychology of an adolescent , Motion has forgotten to give the boy a personality .",0,10,adolescent,NOUN,An adolescent boy or girl.,the books are aimed at children and adolescents
"In his eagerness to depict the cloudy psychology of an adolescent , Motion has forgotten to give the boy a personality .",0,12,Motion,PROPN,,
"In his eagerness to depict the cloudy psychology of an adolescent , Motion has forgotten to give the boy a personality .",0,13,has,VERB,"Possess, own, or hold.",he had a new car and a boat
"In his eagerness to depict the cloudy psychology of an adolescent , Motion has forgotten to give the boy a personality .",0,14,forgotten,VERB,Fail to remember.,he had forgotten his lines
"In his eagerness to depict the cloudy psychology of an adolescent , Motion has forgotten to give the boy a personality .",0,15,to,PART,Used with the base form of a verb to indicate that the verb is in the infinitive.,I set out to buy food
"In his eagerness to depict the cloudy psychology of an adolescent , Motion has forgotten to give the boy a personality .",1,16,give,VERB,Freely transfer the possession of (something) to (someone),she gave him presents and clothes
"In his eagerness to depict the cloudy psychology of an adolescent , Motion has forgotten to give the boy a personality .",0,17,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
"In his eagerness to depict the cloudy psychology of an adolescent , Motion has forgotten to give the boy a personality .",0,18,boy,NOUN,A male child or youth.,a four-year-old boy
"In his eagerness to depict the cloudy psychology of an adolescent , Motion has forgotten to give the boy a personality .",0,19,a,DET,Used when referring to someone or something for the first time in a text or conversation.,a man came out of the room
"In his eagerness to depict the cloudy psychology of an adolescent , Motion has forgotten to give the boy a personality .",0,20,personality,NOUN,The combination of characteristics or qualities that form an individual's distinctive character.,she had a sunny personality that was very engaging
"He has , however , given him a psychotic compulsion to formulate fanciful similes .",0,0,He,PRON,"Used to refer to a man, boy, or male animal previously mentioned or easily identified.",everyone liked my father—he was the perfect gentleman
"He has , however , given him a psychotic compulsion to formulate fanciful similes .",0,1,has,VERB,"Possess, own, or hold.",he had a new car and a boat
"He has , however , given him a psychotic compulsion to formulate fanciful similes .",0,3,however,ADV,Used to introduce a statement that contrasts with or seems to contradict something that has been said previously.,"People tend to put on weight in middle age. However, gaining weight is not inevitable"
"He has , however , given him a psychotic compulsion to formulate fanciful similes .",1,5,given,VERB,Freely transfer the possession of (something) to (someone),she gave him presents and clothes
"He has , however , given him a psychotic compulsion to formulate fanciful similes .",0,6,him,PRON,Used as the object of a verb or preposition to refer to a male person or animal previously mentioned or easily identified.,his wife survived him
"He has , however , given him a psychotic compulsion to formulate fanciful similes .",0,7,a,DET,Used when referring to someone or something for the first time in a text or conversation.,a man came out of the room
"He has , however , given him a psychotic compulsion to formulate fanciful similes .",0,8,psychotic,ADJ,"Relating to, denoting, or affected with a psychosis.",a psychotic disturbance
"He has , however , given him a psychotic compulsion to formulate fanciful similes .",0,9,compulsion,NOUN,The action or state of forcing or being forced to do something; constraint.,the payment was made under compulsion
"He has , however , given him a psychotic compulsion to formulate fanciful similes .",0,10,to,PART,Used with the base form of a verb to indicate that the verb is in the infinitive.,I set out to buy food
"He has , however , given him a psychotic compulsion to formulate fanciful similes .",0,11,formulate,VERB,Create or prepare methodically.,the government has formulated a policy on waste management
"He has , however , given him a psychotic compulsion to formulate fanciful similes .",0,12,fanciful,ADJ,Over-imaginative and unrealistic.,ever more fanciful proposals were raised
"He has , however , given him a psychotic compulsion to formulate fanciful similes .",0,13,similes,NOUN,"A figure of speech involving the comparison of one thing with another thing of a different kind, used to make a description more emphatic or vivid (e.g. as brave as a lion).","By using irony, similes, and symbols, to name a few, Crane ‘paints’ a vivid picture of what life was like for the fragile Henry Fleming."
"Hardly a page goes by without the hapless Francis noticing something which reminds him , improbably , of something else .",0,0,Hardly,ADV,Scarcely (used to qualify a statement by saying that it is true to an insignificant degree),the little house in which he lived was hardly bigger than a hut
"Hardly a page goes by without the hapless Francis noticing something which reminds him , improbably , of something else .",0,1,a,DET,Used when referring to someone or something for the first time in a text or conversation.,a man came out of the room
"Hardly a page goes by without the hapless Francis noticing something which reminds him , improbably , of something else .",0,2,page,NOUN,"One or both sides of a sheet of paper in a book, magazine, newspaper, or other collection of bound sheets.",a book of not less than 40 pages
"Hardly a page goes by without the hapless Francis noticing something which reminds him , improbably , of something else .",1,3,goes,VERB,Move from one place to another; travel.,he went out to the shops
"Hardly a page goes by without the hapless Francis noticing something which reminds him , improbably , of something else .",1,4,by,ADV,So as to go past.,a car flashed by on the other side of the road
"Hardly a page goes by without the hapless Francis noticing something which reminds him , improbably , of something else .",1,5,without,ADP,In the absence of.,he went to Sweden without her
"Hardly a page goes by without the hapless Francis noticing something which reminds him , improbably , of something else .",0,6,the,DET,Denoting one or more people or things already mentioned or assumed to be common knowledge.,what's the matter?
"Hardly a page goes by without the hapless Francis noticing something which reminds him , improbably , of something else .",0,7,hapless,ADJ,(especially of a person) unfortunate.,the hapless victims of the disaster
"Hardly a page goes by without the hapless Francis noticing something which reminds him , improbably , of something else .",0,8,Francis,PROPN,,
"Hardly a page goes by without the hapless Francis noticing something which reminds him , improbably , of something else .",0,9,noticing,VERB,Become aware of.,he noticed the youths behaving suspiciously
"Hardly a page goes by without the hapless Francis noticing something which reminds him , improbably , of something else .",0,10,something,NOUN,,
"Hardly a page goes by without the hapless Francis noticing something which reminds him , improbably , of something else .",0,11,which,ADJ,,
"Hardly a page goes by without the hapless Francis noticing something which reminds him , improbably , of something else .",0,12,reminds,VERB,Cause (someone) to remember someone or something.,he would have forgotten my birthday if you hadn't reminded him
"Hardly a page goes by without the hapless Francis noticing something which reminds him , improbably , of something else .",0,13,him,PRON,Used as the object of a verb or preposition to refer to a male person or animal previously mentioned or easily identified.,his wife survived him
"Hardly a page goes by without the hapless Francis noticing something which reminds him , improbably , of something else .",0,15,improbably,ADV,In an unexpected or unlikely manner.,monasteries perch improbably on crags and cliff tops
"Hardly a page goes by without the hapless Francis noticing something which reminds him , improbably , of something else .",0,17,of,ADP,Expressing the relationship between a part and a whole.,the sleeve of his coat
"Hardly a page goes by without the hapless Francis noticing something which reminds him , improbably , of something else .",0,18,something,NOUN,,
"Hardly a page goes by without the hapless Francis noticing something which reminds him , improbably , of something else .",0,19,else,ADV,,
Sometimes he is reminded of several things .,0,0,Sometimes,ADV,"Occasionally, rather than all of the time.",sometimes I want to do things on my own
Sometimes he is reminded of several things .,0,1,he,PRON,"Used to refer to a man, boy, or male animal previously mentioned or easily identified.",everyone liked my father—he was the perfect gentleman
Sometimes he is reminded of several things .,0,2,is,VERB,Exist.,there are no easy answers
Sometimes he is reminded of several things .,0,3,reminded,VERB,Cause (someone) to remember someone or something.,he would have forgotten my birthday if you hadn't reminded him
Sometimes he is reminded of several things .,0,4,of,ADP,Expressing the relationship between a part and a whole.,the sleeve of his coat
Sometimes he is reminded of several things .,0,5,several,ADJ,,
Sometimes he is reminded of several things .,1,6,things,NOUN,"An object that one need not, cannot, or does not wish to give a specific name to.",look at that metal rail thing over there
"One moment an avenue of chestnut trees looks Ã¢ÂÂ like a child 's drawing of ghosts ; the next it appears Ã¢ÂÂ frightening but derelict , like extinguished chandeliers ; and finally the chestnuts Ã¢ÂÂ prance at him , holding up their gleaming branches like hysterics .",0,0,One,NUM,The lowest cardinal number; half of two; 1.,there's only room for one person
"One moment an avenue of chestnut trees looks Ã¢ÂÂ like a child 's drawing of ghosts ; the next it appears Ã¢ÂÂ frightening but derelict , like extinguished chandeliers ; and finally the chestnuts Ã¢ÂÂ prance at him , holding up their gleaming branches like hysterics .",0,1,moment,NOUN,A very brief period of time.,she was silent for a moment before replying
